Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Resumed from /workspace/curriculum_p1.zip
---------------------------------
| rollout/           |          |
|    ep_len_mean          | 112          |
|    ep_rew_mean          | 0.288        |
| time/                   |              |
|    fps                  | 93           |
|    iterations           | 57           |
|    time_elapsed         | 155          |
|    total_timesteps      | 74752        |
| train/                  |              |
|    approx_kl            | 0.0077102347 |
|    clip_fraction        | 0.108        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.66        |
|    explained_variance   | -5.75e-05    |
|    learning_rate        | 0.0003       |
|    loss                 | 3.39         |
|    n_updates            | 2910         |
|    policy_gradient_loss | -0.00943     |
|    std                  | 0.917        |
|    value_loss           | 1.72         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 112          |
|    ep_rew_mean          | 0.288        |
| time/                   |              |
|    fps                  | 94           |
|    iterations           | 58           |
|    time_elapsed         | 157          |
|    total_timesteps      | 75008        |
| train/                  |              |
|    approx_kl            | 0.0044348435 |
|    clip_fraction        | 0.068        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.66        |
|    explained_variance   | 0.00547      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0241      |
|    n_updates            | 2920         |
|    policy_gradient_loss | -0.00464     |
|    std                  | 0.915        |
|    value_loss           | 0.00321      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 112         |
|    ep_rew_mean          | 0.288       |
| time/                   |             |
|    fps                  | 94          |
|    iterations           | 59          |
|    time_elapsed         | 160         |
|    total_timesteps      | 75264       |
| train/                  |             |
|    approx_kl            | 0.004453205 |
|    clip_fraction        | 0.0691      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.66       |
|    explained_variance   | 0.0078      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.025      |
|    n_updates            | 2930        |
|    policy_gradient_loss | -0.00457    |
|    std                  | 0.914       |
|    value_loss           | 0.00304     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 112         |
|    ep_rew_mean          | 0.289       |
| time/                   |             |
|    fps                  | 94          |
|    iterations           | 60          |
|    time_elapsed         | 163         |
|    total_timesteps      | 75520       |
| train/                  |             |
|    approx_kl            | 0.004753067 |
|    clip_fraction        | 0.0598      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.66       |
|    explained_variance   | -0.0047     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0359     |
|    n_updates            | 2940        |
|    policy_gradient_loss | -0.00622    |
|    std                  | 0.912       |
|    value_loss           | 0.00343     |
-----------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 110           |
|    ep_rew_mean          | 0.501         |
| time/                   |               |
|    fps                  | 93            |
|    iterations           | 61            |
|    time_elapsed         | 166           |
|    total_timesteps      | 75776         |
| train/                  |               |
|    approx_kl            | 0.00074478355 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -2.65         |
|    explained_variance   | 0.00215       |
|    learning_rate        | 0.0003        |
|    loss                 | -0.0271       |
|    n_updates            | 2950          |
|    policy_gradient_loss | -6.46e-06     |
|    std                  | 0.909         |
|    value_loss           | 0.00278       |
-------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 110         |
|    ep_rew_mean          | 0.5         |
| time/                   |             |
|    fps                  | 94          |
|    iterations           | 62          |
|    time_elapsed         | 168         |
|    total_timesteps      | 76032       |
| train/                  |             |
|    approx_kl            | 0.009708133 |
|    clip_fraction        | 0.134       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.65       |
|    explained_variance   | 0.000129    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0377     |
|    n_updates            | 2960        |
|    policy_gradient_loss | -0.0129     |
|    std                  | 0.912       |
|    value_loss           | 1.72        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 112         |
|    ep_rew_mean          | 0.288       |
| time/                   |             |
|    fps                  | 94          |
|    iterations           | 63          |
|    time_elapsed         | 171         |
|    total_timesteps      | 76288       |
| train/                  |             |
|    approx_kl            | 0.005674686 |
|    clip_fraction        | 0.105       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.65       |
|    explained_variance   | -0.00651    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0368     |
|    n_updates            | 2970        |
|    policy_gradient_loss | -0.00808    |
|    std                  | 0.911       |
|    value_loss           | 0.00352     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 110         |
|    ep_rew_mean          | 0.498       |
| time/                   |             |
|    fps                  | 94          |
|    iterations           | 64          |
|    time_elapsed         | 174         |
|    total_timesteps      | 76544       |
| train/                  |             |
|    approx_kl            | 0.006953842 |
|    clip_fraction        | 0.0691      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.65       |
|    explained_variance   | -0.00138    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0216     |
|    n_updates            | 2980        |
|    policy_gradient_loss | -0.00655    |
|    std                  | 0.908       |
|    value_loss           | 0.00336     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 110          |
|    ep_rew_mean          | 0.497        |
| time/                   |              |
|    fps                  | 94           |
|    iterations           | 65           |
|    time_elapsed         | 176          |
|    total_timesteps      | 76800        |
| train/                  |              |
|    approx_kl            | 0.0053159706 |
|    clip_fraction        | 0.098        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.65        |
|    explained_variance   | -0.000157    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0482      |
|    n_updates            | 2990         |
|    policy_gradient_loss | -0.0103      |
|    std                  | 0.91         |
|    value_loss           | 1.72         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 109          |
|    ep_rew_mean          | 0.71         |
| time/                   |              |
|    fps                  | 94           |
|    iterations           | 66           |
|    time_elapsed         | 179          |
|    total_timesteps      | 77056        |
| train/                  |              |
|    approx_kl            | 0.0051847594 |
|    clip_fraction        | 0.075        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.65        |
|    explained_variance   | 0.00214      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0452      |
|    n_updates            | 3000         |
|    policy_gradient_loss | -0.00652     |
|    std                  | 0.91         |
|    value_loss           | 0.00393      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 109         |
|    ep_rew_mean          | 0.71        |
| time/                   |             |
|    fps                  | 94          |
|    iterations           | 67          |
|    time_elapsed         | 182         |
|    total_timesteps      | 77312       |
| train/                  |             |
|    approx_kl            | 0.006434221 |
|    clip_fraction        | 0.0695      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.65       |
|    explained_variance   | -8.19e-05   |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0275     |
|    n_updates            | 3010        |
|    policy_gradient_loss | -0.00601    |
|    std                  | 0.911       |
|    value_loss           | 1.71        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 109         |
|    ep_rew_mean          | 0.714       |
| time/                   |             |
|    fps                  | 94          |
|    iterations           | 68          |
|    time_elapsed         | 184         |
|    total_timesteps      | 77568       |
| train/                  |             |
|    approx_kl            | 0.008704625 |
|    clip_fraction        | 0.123       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.65       |
|    explained_variance   | 0.00919     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.046      |
|    n_updates            | 3020        |
|    policy_gradient_loss | -0.0127     |
|    std                  | 0.911       |
|    value_loss           | 0.00321     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 109          |
|    ep_rew_mean          | 0.711        |
| time/                   |              |
|    fps                  | 94           |
|    iterations           | 69           |
|    time_elapsed         | 187          |
|    total_timesteps      | 77824        |
| train/                  |              |
|    approx_kl            | 0.0049775657 |
|    clip_fraction        | 0.0324       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.65        |
|    explained_variance   | 0.00479      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0389      |
|    n_updates            | 3030         |
|    policy_gradient_loss | -0.00182     |
|    std                  | 0.907        |
|    value_loss           | 0.00381      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 109          |
|    ep_rew_mean          | 0.711        |
| time/                   |              |
|    fps                  | 94           |
|    iterations           | 70           |
|    time_elapsed         | 190          |
|    total_timesteps      | 78080        |
| train/                  |              |
|    approx_kl            | 0.0032720708 |
|    clip_fraction        | 0.0195       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.65        |
|    explained_variance   | -0.0215      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0145      |
|    n_updates            | 3040         |
|    policy_gradient_loss | -0.00304     |
|    std                  | 0.91         |
|    value_loss           | 0.00291      |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 109        |
|    ep_rew_mean          | 0.712      |
| time/                   |            |
|    fps                  | 94         |
|    iterations           | 71         |
|    time_elapsed         | 192        |
|    total_timesteps      | 78336      |
| train/                  |            |
|    approx_kl            | 0.00547297 |
|    clip_fraction        | 0.0512     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.65      |
|    explained_variance   | 0.00588    |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0461    |
|    n_updates            | 3050       |
|    policy_gradient_loss | -0.00551   |
|    std                  | 0.909      |
|    value_loss           | 0.00324    |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 110          |
|    ep_rew_mean          | 0.501        |
| time/                   |              |
|    fps                  | 94           |
|    iterations           | 72           |
|    time_elapsed         | 195          |
|    total_timesteps      | 78592        |
| train/                  |              |
|    approx_kl            | 0.0019229217 |
|    clip_fraction        | 0.00742      |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.64        |
|    explained_variance   | -0.0145      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0189      |
|    n_updates            | 3060         |
|    policy_gradient_loss | 4.44e-05     |
|    std                  | 0.908        |
|    value_loss           | 0.00307      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 110         |
|    ep_rew_mean          | 0.501       |
| time/                   |             |
|    fps                  | 94          |
|    iterations           | 73          |
|    time_elapsed         | 198         |
|    total_timesteps      | 78848       |
| train/                  |             |
|    approx_kl            | 0.000456437 |
|    clip_fraction        | 0           |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.64       |
|    explained_variance   | -0.000132   |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0225     |
|    n_updates            | 3070        |
|    policy_gradient_loss | 3.89e-05    |
|    std                  | 0.908       |
|    value_loss           | 0.00321     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 110          |
|    ep_rew_mean          | 0.502        |
| time/                   |              |
|    fps                  | 94           |
|    iterations           | 74           |
|    time_elapsed         | 200          |
|    total_timesteps      | 79104        |
| train/                  |              |
|    approx_kl            | 0.0071811434 |
|    clip_fraction        | 0.134        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.64        |
|    explained_variance   | -0.0026      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0447      |
|    n_updates            | 3080         |
|    policy_gradient_loss | -0.0126      |
|    std                  | 0.908        |
|    value_loss           | 0.00293      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 110         |
|    ep_rew_mean          | 0.503       |
| time/                   |             |
|    fps                  | 94          |
|    iterations           | 75          |
|    time_elapsed         | 203         |
|    total_timesteps      | 79360       |
| train/                  |             |
|    approx_kl            | 0.004984756 |
|    clip_fraction        | 0.106       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.64       |
|    explained_variance   | -0.00121    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0445     |
|    n_updates            | 3090        |
|    policy_gradient_loss | -0.00761    |
|    std                  | 0.908       |
|    value_loss           | 0.00302     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 110          |
|    ep_rew_mean          | 0.505        |
| time/                   |              |
|    fps                  | 94           |
|    iterations           | 76           |
|    time_elapsed         | 206          |
|    total_timesteps      | 79616        |
| train/                  |              |
|    approx_kl            | 0.0073580155 |
|    clip_fraction        | 0.111        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.65        |
|    explained_variance   | 0.00469      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0448      |
|    n_updates            | 3100         |
|    policy_gradient_loss | -0.00888     |
|    std                  | 0.91         |
|    value_loss           | 0.00287      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 110         |
|    ep_rew_mean          | 0.506       |
| time/                   |             |
|    fps                  | 94          |
|    iterations           | 77          |
|    time_elapsed         | 209         |
|    total_timesteps      | 79872       |
| train/                  |             |
|    approx_kl            | 0.004033018 |
|    clip_fraction        | 0.0418      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.65       |
|    explained_variance   | 0.0141      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0305     |
|    n_updates            | 3110        |
|    policy_gradient_loss | -0.0037     |
|    std                  | 0.91        |
|    value_loss           | 0.00303     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 110          |
|    ep_rew_mean          | 0.505        |
| time/                   |              |
|    fps                  | 94           |
|    iterations           | 78           |
|    time_elapsed         | 211          |
|    total_timesteps      | 80128        |
| train/                  |              |
|    approx_kl            | 0.0033717582 |
|    clip_fraction        | 0.0164       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.65        |
|    explained_variance   | 0.000221     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0293      |
|    n_updates            | 3120         |
|    policy_gradient_loss | -0.00254     |
|    std                  | 0.914        |
|    value_loss           | 1.71         |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 110           |
|    ep_rew_mean          | 0.504         |
| time/                   |               |
|    fps                  | 94            |
|    iterations           | 79            |
|    time_elapsed         | 214           |
|    total_timesteps      | 80384         |
| train/                  |               |
|    approx_kl            | 0.00033777812 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -2.66         |
|    explained_variance   | -0.0107       |
|    learning_rate        | 0.0003        |
|    loss                 | -0.0238       |
|    n_updates            | 3130          |
|    policy_gradient_loss | -0.000197     |
|    std                  | 0.914         |
|    value_loss           | 0.00304       |
-------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 112         |
|    ep_rew_mean          | 0.295       |
| time/                   |             |
|    fps                  | 94          |
|    iterations           | 80          |
|    time_elapsed         | 216         |
|    total_timesteps      | 80640       |
| train/                  |             |
|    approx_kl            | 0.004311907 |
|    clip_fraction        | 0.00977     |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.66       |
|    explained_variance   | 0.0129      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0237     |
|    n_updates            | 3140        |
|    policy_gradient_loss | -0.000867   |
|    std                  | 0.914       |
|    value_loss           | 0.00301     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 112          |
|    ep_rew_mean          | 0.298        |
| time/                   |              |
|    fps                  | 94           |
|    iterations           | 81           |
|    time_elapsed         | 219          |
|    total_timesteps      | 80896        |
| train/                  |              |
|    approx_kl            | 0.0030124364 |
|    clip_fraction        | 0.0422       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.66        |
|    explained_variance   | 0.0114       |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0285      |
|    n_updates            | 3150         |
|    policy_gradient_loss | -0.00356     |
|    std                  | 0.919        |
|    value_loss           | 0.0037       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 112          |
|    ep_rew_mean          | 0.298        |
| time/                   |              |
|    fps                  | 94           |
|    iterations           | 82           |
|    time_elapsed         | 221          |
|    total_timesteps      | 81152        |
| train/                  |              |
|    approx_kl            | 0.0075010946 |
|    clip_fraction        | 0.0645       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.67        |
|    explained_variance   | -0.0318      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.033       |
|    n_updates            | 3160         |
|    policy_gradient_loss | -0.00521     |
|    std                  | 0.92         |
|    value_loss           | 0.00298      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 113          |
|    ep_rew_mean          | 0.0875       |
| time/                   |              |
|    fps                  | 94           |
|    iterations           | 83           |
|    time_elapsed         | 224          |
|    total_timesteps      | 81408        |
| train/                  |              |
|    approx_kl            | 0.0043553896 |
|    clip_fraction        | 0.0484       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.67        |
|    explained_variance   | 0.0136       |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0376      |
|    n_updates            | 3170         |
|    policy_gradient_loss | -0.00421     |
|    std                  | 0.921        |
|    value_loss           | 0.00275      |
------------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 113       |
|    ep_rew_mean          | 0.0849    |
| time/                   |           |
|    fps                  | 94        |
|    iterations           | 84        |
|    time_elapsed         | 227       |
|    total_timesteps      | 81664     |
| train/                  |           |
|    approx_kl            | 0.0083131 |
|    clip_fraction        | 0.108     |
|    clip_range           | 0.2       |
|    entropy_loss         | -2.67     |
|    explained_variance   | -0.00375  |
|    learning_rate        | 0.0003    |
|    loss                 | -0.0455   |
|    n_updates            | 3180      |
|    policy_gradient_loss | -0.0121   |
|    std                  | 0.923     |
|    value_loss           | 0.00269   |
---------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 113          |
|    ep_rew_mean          | 0.0823       |
| time/                   |              |
|    fps                  | 94           |
|    iterations           | 85           |
|    time_elapsed         | 230          |
|    total_timesteps      | 81920        |
| train/                  |              |
|    approx_kl            | 0.0045540463 |
|    clip_fraction        | 0.0605       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.68        |
|    explained_variance   | 0.0274       |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0254      |
|    n_updates            | 3190         |
|    policy_gradient_loss | -0.00493     |
|    std                  | 0.923        |
|    value_loss           | 0.00274      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 112          |
|    ep_rew_mean          | 0.293        |
| time/                   |              |
|    fps                  | 94           |
|    iterations           | 86           |
|    time_elapsed         | 233          |
|    total_timesteps      | 82176        |
| train/                  |              |
|    approx_kl            | 0.0041146292 |
|    clip_fraction        | 0.0363       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.68        |
|    explained_variance   | -0.0074      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0325      |
|    n_updates            | 3200         |
|    policy_gradient_loss | -0.00342     |
|    std                  | 0.926        |
|    value_loss           | 0.00308      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 112         |
|    ep_rew_mean          | 0.29        |
| time/                   |             |
|    fps                  | 94          |
|    iterations           | 87          |
|    time_elapsed         | 235         |
|    total_timesteps      | 82432       |
| train/                  |             |
|    approx_kl            | 0.008789303 |
|    clip_fraction        | 0.082       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.69       |
|    explained_variance   | 3.74e-05    |
|    learning_rate        | 0.0003      |
|    loss                 | 3.38        |
|    n_updates            | 3210        |
|    policy_gradient_loss | -0.00462    |
|    std                  | 0.926       |
|    value_loss           | 1.72        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 112          |
|    ep_rew_mean          | 0.29         |
| time/                   |              |
|    fps                  | 94           |
|    iterations           | 88           |
|    time_elapsed         | 238          |
|    total_timesteps      | 82688        |
| train/                  |              |
|    approx_kl            | 0.0033798846 |
|    clip_fraction        | 0.0043       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.68        |
|    explained_variance   | 0.00805      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0357      |
|    n_updates            | 3220         |
|    policy_gradient_loss | -0.00116     |
|    std                  | 0.926        |
|    value_loss           | 0.003        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 112          |
|    ep_rew_mean          | 0.293        |
| time/                   |              |
|    fps                  | 94           |
|    iterations           | 89           |
|    time_elapsed         | 240          |
|    total_timesteps      | 82944        |
| train/                  |              |
|    approx_kl            | 0.0067499653 |
|    clip_fraction        | 0.0523       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.68        |
|    explained_variance   | -0.00448     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0147      |
|    n_updates            | 3230         |
|    policy_gradient_loss | -0.00208     |
|    std                  | 0.927        |
|    value_loss           | 0.00281      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 112          |
|    ep_rew_mean          | 0.293        |
| time/                   |              |
|    fps                  | 94           |
|    iterations           | 90           |
|    time_elapsed         | 243          |
|    total_timesteps      | 83200        |
| train/                  |              |
|    approx_kl            | 0.0060078423 |
|    clip_fraction        | 0.0387       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.69        |
|    explained_variance   | -0.000181    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0342      |
|    n_updates            | 3240         |
|    policy_gradient_loss | -0.0018      |
|    std                  | 0.928        |
|    value_loss           | 0.00281      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 112          |
|    ep_rew_mean          | 0.295        |
| time/                   |              |
|    fps                  | 94           |
|    iterations           | 91           |
|    time_elapsed         | 246          |
|    total_timesteps      | 83456        |
| train/                  |              |
|    approx_kl            | 0.0043883454 |
|    clip_fraction        | 0.0547       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.69        |
|    explained_variance   | -0.0098      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0477      |
|    n_updates            | 3250         |
|    policy_gradient_loss | -0.00525     |
|    std                  | 0.927        |
|    value_loss           | 0.00305      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 112          |
|    ep_rew_mean          | 0.294        |
| time/                   |              |
|    fps                  | 94           |
|    iterations           | 92           |
|    time_elapsed         | 248          |
|    total_timesteps      | 83712        |
| train/                  |              |
|    approx_kl            | 0.0045510903 |
|    clip_fraction        | 0.0844       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.69        |
|    explained_variance   | 0.00292      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0455      |
|    n_updates            | 3260         |
|    policy_gradient_loss | -0.00867     |
|    std                  | 0.929        |
|    value_loss           | 0.00268      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 112         |
|    ep_rew_mean          | 0.296       |
| time/                   |             |
|    fps                  | 94          |
|    iterations           | 93          |
|    time_elapsed         | 251         |
|    total_timesteps      | 83968       |
| train/                  |             |
|    approx_kl            | 0.005602726 |
|    clip_fraction        | 0.116       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.7        |
|    explained_variance   | 0.00354     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0394     |
|    n_updates            | 3270        |
|    policy_gradient_loss | -0.00764    |
|    std                  | 0.935       |
|    value_loss           | 0.00281     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 112          |
|    ep_rew_mean          | 0.294        |
| time/                   |              |
|    fps                  | 94           |
|    iterations           | 94           |
|    time_elapsed         | 254          |
|    total_timesteps      | 84224        |
| train/                  |              |
|    approx_kl            | 0.0024485153 |
|    clip_fraction        | 0.0117       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.71        |
|    explained_variance   | -0.0154      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0196      |
|    n_updates            | 3280         |
|    policy_gradient_loss | -0.0015      |
|    std                  | 0.938        |
|    value_loss           | 0.00235      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 112         |
|    ep_rew_mean          | 0.292       |
| time/                   |             |
|    fps                  | 94          |
|    iterations           | 95          |
|    time_elapsed         | 256         |
|    total_timesteps      | 84480       |
| train/                  |             |
|    approx_kl            | 0.005270756 |
|    clip_fraction        | 0.0348      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.71       |
|    explained_variance   | 0.00747     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.000669   |
|    n_updates            | 3290        |
|    policy_gradient_loss | -0.00286    |
|    std                  | 0.936       |
|    value_loss           | 0.00251     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 112         |
|    ep_rew_mean          | 0.291       |
| time/                   |             |
|    fps                  | 94          |
|    iterations           | 96          |
|    time_elapsed         | 259         |
|    total_timesteps      | 84736       |
| train/                  |             |
|    approx_kl            | 0.003879218 |
|    clip_fraction        | 0.048       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.7        |
|    explained_variance   | -0.00703    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0186     |
|    n_updates            | 3300        |
|    policy_gradient_loss | -0.0062     |
|    std                  | 0.934       |
|    value_loss           | 0.00271     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 113         |
|    ep_rew_mean          | 0.0791      |
| time/                   |             |
|    fps                  | 94          |
|    iterations           | 97          |
|    time_elapsed         | 261         |
|    total_timesteps      | 84992       |
| train/                  |             |
|    approx_kl            | 0.004252334 |
|    clip_fraction        | 0.0637      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.7        |
|    explained_variance   | -0.00145    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0281     |
|    n_updates            | 3310        |
|    policy_gradient_loss | -0.00628    |
|    std                  | 0.935       |
|    value_loss           | 0.00246     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 113         |
|    ep_rew_mean          | 0.0796      |
| time/                   |             |
|    fps                  | 94          |
|    iterations           | 98          |
|    time_elapsed         | 264         |
|    total_timesteps      | 85248       |
| train/                  |             |
|    approx_kl            | 0.008201724 |
|    clip_fraction        | 0.0273      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.7        |
|    explained_variance   | 0.0198      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00712    |
|    n_updates            | 3320        |
|    policy_gradient_loss | -0.00222    |
|    std                  | 0.936       |
|    value_loss           | 0.00259     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 113         |
|    ep_rew_mean          | 0.0789      |
| time/                   |             |
|    fps                  | 94          |
|    iterations           | 99          |
|    time_elapsed         | 267         |
|    total_timesteps      | 85504       |
| train/                  |             |
|    approx_kl            | 0.004295869 |
|    clip_fraction        | 0.0379      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.7        |
|    explained_variance   | -0.0159     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0253     |
|    n_updates            | 3330        |
|    policy_gradient_loss | -0.0039     |
|    std                  | 0.932       |
|    value_loss           | 0.00271     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 114          |
|    ep_rew_mean          | -0.132       |
| time/                   |              |
|    fps                  | 94           |
|    iterations           | 100          |
|    time_elapsed         | 269          |
|    total_timesteps      | 85760        |
| train/                  |              |
|    approx_kl            | 0.0072480645 |
|    clip_fraction        | 0.124        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.7         |
|    explained_variance   | -0.00996     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0527      |
|    n_updates            | 3340         |
|    policy_gradient_loss | -0.013       |
|    std                  | 0.931        |
|    value_loss           | 0.00266      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 114          |
|    ep_rew_mean          | -0.133       |
| time/                   |              |
|    fps                  | 94           |
