Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Resumed from /workspace/curriculum_p2.zip
---------------------------------
| rollout/           |          |
|    explained_variance   | -0.00181    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0219     |
|    n_updates            | 5540        |
|    policy_gradient_loss | -0.0087     |
|    std                  | 0.875       |
|    value_loss           | 0.00354     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 115          |
|    ep_rew_mean          | -0.373       |
| time/                   |              |
|    fps                  | 95           |
|    iterations           | 86           |
|    time_elapsed         | 231          |
|    total_timesteps      | 142336       |
| train/                  |              |
|    approx_kl            | 0.0076501435 |
|    clip_fraction        | 0.0492       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.57        |
|    explained_variance   | -3.53e-05    |
|    learning_rate        | 0.0003       |
|    loss                 | 3.38         |
|    n_updates            | 5550         |
|    policy_gradient_loss | -0.0038      |
|    std                  | 0.874        |
|    value_loss           | 1.72         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 115          |
|    ep_rew_mean          | -0.363       |
| time/                   |              |
|    fps                  | 95           |
|    iterations           | 87           |
|    time_elapsed         | 233          |
|    total_timesteps      | 142592       |
| train/                  |              |
|    approx_kl            | 0.0061231293 |
|    clip_fraction        | 0.0379       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.57        |
|    explained_variance   | -0.00062     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0118      |
|    n_updates            | 5560         |
|    policy_gradient_loss | -0.002       |
|    std                  | 0.872        |
|    value_loss           | 0.00416      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 115          |
|    ep_rew_mean          | -0.36        |
| time/                   |              |
|    fps                  | 95           |
|    iterations           | 88           |
|    time_elapsed         | 236          |
|    total_timesteps      | 142848       |
| train/                  |              |
|    approx_kl            | 0.0064293044 |
|    clip_fraction        | 0.117        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.56        |
|    explained_variance   | 0.000515     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0466      |
|    n_updates            | 5570         |
|    policy_gradient_loss | -0.0113      |
|    std                  | 0.873        |
|    value_loss           | 0.00345      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 115          |
|    ep_rew_mean          | -0.361       |
| time/                   |              |
|    fps                  | 95           |
|    iterations           | 89           |
|    time_elapsed         | 239          |
|    total_timesteps      | 143104       |
| train/                  |              |
|    approx_kl            | 0.0029362903 |
|    clip_fraction        | 0.00117      |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.57        |
|    explained_variance   | -0.000162    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.029       |
|    n_updates            | 5580         |
|    policy_gradient_loss | 0.000288     |
|    std                  | 0.876        |
|    value_loss           | 0.00392      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 115          |
|    ep_rew_mean          | -0.357       |
| time/                   |              |
|    fps                  | 95           |
|    iterations           | 90           |
|    time_elapsed         | 241          |
|    total_timesteps      | 143360       |
| train/                  |              |
|    approx_kl            | 0.0035376255 |
|    clip_fraction        | 0.0363       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.58        |
|    explained_variance   | 6.38e-05     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0196      |
|    n_updates            | 5590         |
|    policy_gradient_loss | -0.00162     |
|    std                  | 0.882        |
|    value_loss           | 0.00428      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.573       |
| time/                   |              |
|    fps                  | 95           |
|    iterations           | 91           |
|    time_elapsed         | 244          |
|    total_timesteps      | 143616       |
| train/                  |              |
|    approx_kl            | 0.0052726697 |
|    clip_fraction        | 0.0559       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.59        |
|    explained_variance   | -6.44e-05    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0229      |
|    n_updates            | 5600         |
|    policy_gradient_loss | -0.00263     |
|    std                  | 0.88         |
|    value_loss           | 0.00394      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | -0.571      |
| time/                   |             |
|    fps                  | 95          |
|    iterations           | 92          |
|    time_elapsed         | 246         |
|    total_timesteps      | 143872      |
| train/                  |             |
|    approx_kl            | 0.004838874 |
|    clip_fraction        | 0.0727      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.58       |
|    explained_variance   | 5.36e-07    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0358     |
|    n_updates            | 5610        |
|    policy_gradient_loss | -0.00609    |
|    std                  | 0.877       |
|    value_loss           | 0.00397     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | -0.558      |
| time/                   |             |
|    fps                  | 95          |
|    iterations           | 93          |
|    time_elapsed         | 249         |
|    total_timesteps      | 144128      |
| train/                  |             |
|    approx_kl            | 0.004511826 |
|    clip_fraction        | 0.00664     |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.57       |
|    explained_variance   | -0.000441   |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0244     |
|    n_updates            | 5620        |
|    policy_gradient_loss | -0.00134    |
|    std                  | 0.875       |
|    value_loss           | 0.00491     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.558       |
| time/                   |              |
|    fps                  | 95           |
|    iterations           | 94           |
|    time_elapsed         | 252          |
|    total_timesteps      | 144384       |
| train/                  |              |
|    approx_kl            | 0.0057794563 |
|    clip_fraction        | 0.0699       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.57        |
|    explained_variance   | -0.000167    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0385      |
|    n_updates            | 5630         |
|    policy_gradient_loss | -0.00509     |
|    std                  | 0.875        |
|    value_loss           | 0.00483      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.554       |
| time/                   |              |
|    fps                  | 95           |
|    iterations           | 95           |
|    time_elapsed         | 255          |
|    total_timesteps      | 144640       |
| train/                  |              |
|    approx_kl            | 0.0065707695 |
|    clip_fraction        | 0.0598       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.57        |
|    explained_variance   | 0.000238     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0227      |
|    n_updates            | 5640         |
|    policy_gradient_loss | -0.00535     |
|    std                  | 0.875        |
|    value_loss           | 0.00404      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | -0.558      |
| time/                   |             |
|    fps                  | 95          |
|    iterations           | 96          |
|    time_elapsed         | 257         |
|    total_timesteps      | 144896      |
| train/                  |             |
|    approx_kl            | 0.006018631 |
|    clip_fraction        | 0.0227      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.57       |
|    explained_variance   | 0.00155     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0271     |
|    n_updates            | 5650        |
|    policy_gradient_loss | -0.00201    |
|    std                  | 0.874       |
|    value_loss           | 0.00453     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.563       |
| time/                   |              |
|    fps                  | 95           |
|    iterations           | 97           |
|    time_elapsed         | 260          |
|    total_timesteps      | 145152       |
| train/                  |              |
|    approx_kl            | 0.0043148184 |
|    clip_fraction        | 0.0848       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.56        |
|    explained_variance   | 0.000636     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0289      |
|    n_updates            | 5660         |
|    policy_gradient_loss | -0.00547     |
|    std                  | 0.871        |
|    value_loss           | 0.00446      |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 116        |
|    ep_rew_mean          | -0.567     |
| time/                   |            |
|    fps                  | 95         |
|    iterations           | 98         |
|    time_elapsed         | 262        |
|    total_timesteps      | 145408     |
| train/                  |            |
|    approx_kl            | 0.00613302 |
|    clip_fraction        | 0.0656     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.56      |
|    explained_variance   | -0.00571   |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0387    |
|    n_updates            | 5670       |
|    policy_gradient_loss | -0.00909   |
|    std                  | 0.872      |
|    value_loss           | 0.00447    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | -0.566      |
| time/                   |             |
|    fps                  | 95          |
|    iterations           | 99          |
|    time_elapsed         | 265         |
|    total_timesteps      | 145664      |
| train/                  |             |
|    approx_kl            | 0.008806029 |
|    clip_fraction        | 0.116       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.57       |
|    explained_variance   | 0.000798    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0362     |
|    n_updates            | 5680        |
|    policy_gradient_loss | -0.00979    |
|    std                  | 0.875       |
|    value_loss           | 0.00374     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.568       |
| time/                   |              |
|    fps                  | 95           |
|    iterations           | 100          |
|    time_elapsed         | 268          |
|    total_timesteps      | 145920       |
| train/                  |              |
|    approx_kl            | 0.0057781637 |
|    clip_fraction        | 0.0469       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.57        |
|    explained_variance   | -0.000436    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.042       |
|    n_updates            | 5690         |
|    policy_gradient_loss | -0.00375     |
|    std                  | 0.874        |
|    value_loss           | 0.00426      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.566       |
| time/                   |              |
|    fps                  | 95           |
|    iterations           | 101          |
|    time_elapsed         | 271          |
|    total_timesteps      | 146176       |
| train/                  |              |
|    approx_kl            | 0.0033751947 |
|    clip_fraction        | 0.05         |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.57        |
|    explained_variance   | -0.000328    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0262      |
|    n_updates            | 5700         |
|    policy_gradient_loss | -0.00344     |
|    std                  | 0.87         |
|    value_loss           | 0.00399      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | -0.564      |
| time/                   |             |
|    fps                  | 95          |
|    iterations           | 102         |
|    time_elapsed         | 273         |
|    total_timesteps      | 146432      |
| train/                  |             |
|    approx_kl            | 0.004433716 |
|    clip_fraction        | 0.0117      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.56       |
|    explained_variance   | -0.000122   |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0111     |
|    n_updates            | 5710        |
|    policy_gradient_loss | -0.00131    |
|    std                  | 0.867       |
|    value_loss           | 0.00401     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | -0.564      |
| time/                   |             |
|    fps                  | 95          |
|    iterations           | 103         |
|    time_elapsed         | 276         |
|    total_timesteps      | 146688      |
| train/                  |             |
|    approx_kl            | 0.005553523 |
|    clip_fraction        | 0.0164      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.56       |
|    explained_variance   | 0.00017     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0185     |
|    n_updates            | 5720        |
|    policy_gradient_loss | -0.002      |
|    std                  | 0.873       |
|    value_loss           | 0.0041      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | -0.566      |
| time/                   |             |
|    fps                  | 95          |
|    iterations           | 104         |
|    time_elapsed         | 278         |
|    total_timesteps      | 146944      |
| train/                  |             |
|    approx_kl            | 0.004420344 |
|    clip_fraction        | 0.105       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.57       |
|    explained_variance   | -0.000876   |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0265     |
|    n_updates            | 5730        |
|    policy_gradient_loss | -0.00618    |
|    std                  | 0.876       |
|    value_loss           | 0.00469     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 116        |
|    ep_rew_mean          | -0.568     |
| time/                   |            |
|    fps                  | 95         |
|    iterations           | 105        |
|    time_elapsed         | 281        |
|    total_timesteps      | 147200     |
| train/                  |            |
|    approx_kl            | 0.00509811 |
|    clip_fraction        | 0.0824     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.57      |
|    explained_variance   | -0.000396  |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0312    |
|    n_updates            | 5740       |
|    policy_gradient_loss | -0.00799   |
|    std                  | 0.877      |
|    value_loss           | 0.00554    |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.562       |
| time/                   |              |
|    fps                  | 95           |
|    iterations           | 106          |
|    time_elapsed         | 284          |
|    total_timesteps      | 147456       |
| train/                  |              |
|    approx_kl            | 0.0032217458 |
|    clip_fraction        | 0.0352       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.57        |
|    explained_variance   | -0.000244    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.027       |
|    n_updates            | 5750         |
|    policy_gradient_loss | -0.00265     |
|    std                  | 0.877        |
|    value_loss           | 0.0046       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | -0.564      |
| time/                   |             |
|    fps                  | 95          |
|    iterations           | 107         |
|    time_elapsed         | 286         |
|    total_timesteps      | 147712      |
| train/                  |             |
|    approx_kl            | 0.004705278 |
|    clip_fraction        | 0.0469      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.57       |
|    explained_variance   | -0.000162   |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0162     |
|    n_updates            | 5760        |
|    policy_gradient_loss | -0.0041     |
|    std                  | 0.875       |
|    value_loss           | 0.00444     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.561       |
| time/                   |              |
|    fps                  | 95           |
|    iterations           | 108          |
|    time_elapsed         | 289          |
|    total_timesteps      | 147968       |
| train/                  |              |
|    approx_kl            | 0.0037518672 |
|    clip_fraction        | 0.018        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.57        |
|    explained_variance   | -2.25e-05    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0337      |
|    n_updates            | 5770         |
|    policy_gradient_loss | -0.00228     |
|    std                  | 0.875        |
|    value_loss           | 0.00452      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | -0.564      |
| time/                   |             |
|    fps                  | 94          |
|    iterations           | 109         |
|    time_elapsed         | 294         |
|    total_timesteps      | 148224      |
| train/                  |             |
|    approx_kl            | 0.003960643 |
|    clip_fraction        | 0.0246      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.57       |
|    explained_variance   | -0.000142   |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0374     |
|    n_updates            | 5780        |
|    policy_gradient_loss | -0.00221    |
|    std                  | 0.877       |
|    value_loss           | 0.00318     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | -0.565      |
| time/                   |             |
|    fps                  | 94          |
|    iterations           | 110         |
|    time_elapsed         | 296         |
|    total_timesteps      | 148480      |
| train/                  |             |
|    approx_kl            | 0.005448585 |
|    clip_fraction        | 0.0266      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.57       |
|    explained_variance   | 8.08e-05    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0238     |
|    n_updates            | 5790        |
|    policy_gradient_loss | -0.00343    |
|    std                  | 0.875       |
|    value_loss           | 0.00379     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | -0.569      |
| time/                   |             |
|    fps                  | 94          |
|    iterations           | 111         |
|    time_elapsed         | 299         |
|    total_timesteps      | 148736      |
| train/                  |             |
|    approx_kl            | 0.004647352 |
|    clip_fraction        | 0.0594      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.57       |
|    explained_variance   | -0.000125   |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0318     |
|    n_updates            | 5800        |
|    policy_gradient_loss | -0.0043     |
|    std                  | 0.875       |
|    value_loss           | 0.00403     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.565       |
| time/                   |              |
|    fps                  | 94           |
|    iterations           | 112          |
|    time_elapsed         | 301          |
|    total_timesteps      | 148992       |
| train/                  |              |
|    approx_kl            | 0.0075002396 |
|    clip_fraction        | 0.0539       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.57        |
|    explained_variance   | -0.00024     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0642      |
|    n_updates            | 5810         |
|    policy_gradient_loss | -0.00619     |
|    std                  | 0.875        |
|    value_loss           | 0.00376      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.566       |
| time/                   |              |
|    fps                  | 95           |
|    iterations           | 113          |
|    time_elapsed         | 304          |
|    total_timesteps      | 149248       |
| train/                  |              |
|    approx_kl            | 0.0059252917 |
|    clip_fraction        | 0.0621       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.57        |
|    explained_variance   | 0.000577     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0274      |
|    n_updates            | 5820         |
|    policy_gradient_loss | -0.00516     |
|    std                  | 0.874        |
|    value_loss           | 0.00385      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.573       |
| time/                   |              |
|    fps                  | 95           |
|    iterations           | 114          |
|    time_elapsed         | 307          |
|    total_timesteps      | 149504       |
| train/                  |              |
|    approx_kl            | 0.0056956904 |
|    clip_fraction        | 0.0297       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.56        |
|    explained_variance   | -0.00097     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0235      |
|    n_updates            | 5830         |
|    policy_gradient_loss | -0.00374     |
|    std                  | 0.869        |
|    value_loss           | 0.00353      |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 116        |
|    ep_rew_mean          | -0.576     |
| time/                   |            |
|    fps                  | 94         |
|    iterations           | 115        |
|    time_elapsed         | 310        |
|    total_timesteps      | 149760     |
| train/                  |            |
|    approx_kl            | 0.00407476 |
|    clip_fraction        | 0.0922     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.56      |
|    explained_variance   | -0.000247  |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0267    |
|    n_updates            | 5840       |
|    policy_gradient_loss | -0.00746   |
|    std                  | 0.868      |
|    value_loss           | 0.00368    |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.575       |
| time/                   |              |
|    fps                  | 94           |
|    iterations           | 116          |
|    time_elapsed         | 312          |
|    total_timesteps      | 150016       |
| train/                  |              |
|    approx_kl            | 0.0028784173 |
|    clip_fraction        | 0.0453       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.55        |
|    explained_variance   | 0.000303     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0344      |
|    n_updates            | 5850         |
|    policy_gradient_loss | -0.00321     |
|    std                  | 0.864        |
|    value_loss           | 0.00307      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.571       |
| time/                   |              |
|    fps                  | 94           |
|    iterations           | 117          |
|    time_elapsed         | 315          |
|    total_timesteps      | 150272       |
| train/                  |              |
|    approx_kl            | 0.0033081383 |
|    clip_fraction        | 0.0309       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.54        |
|    explained_variance   | 0.000366     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0234      |
|    n_updates            | 5860         |
|    policy_gradient_loss | -0.00258     |
|    std                  | 0.863        |
|    value_loss           | 0.00317      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | -0.577      |
| time/                   |             |
|    fps                  | 95          |
|    iterations           | 118         |
|    time_elapsed         | 317         |
|    total_timesteps      | 150528      |
| train/                  |             |
|    approx_kl            | 0.004861856 |
|    clip_fraction        | 0.109       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.54       |
|    explained_variance   | -0.000356   |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0202     |
|    n_updates            | 5870        |
|    policy_gradient_loss | -0.00886    |
|    std                  | 0.863       |
|    value_loss           | 0.00274     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.573       |
| time/                   |              |
|    fps                  | 95           |
|    iterations           | 119          |
|    time_elapsed         | 320          |
|    total_timesteps      | 150784       |
| train/                  |              |
|    approx_kl            | 0.0026641302 |
|    clip_fraction        | 0.0469       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.54        |
|    explained_variance   | -0.000387    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0256      |
|    n_updates            | 5880         |
|    policy_gradient_loss | -0.00276     |
|    std                  | 0.861        |
|    value_loss           | 0.00358      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | -0.576      |
| time/                   |             |
|    fps                  | 95          |
|    iterations           | 120         |
|    time_elapsed         | 323         |
|    total_timesteps      | 151040      |
| train/                  |             |
|    approx_kl            | 0.004803281 |
|    clip_fraction        | 0.0223      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.53       |
|    explained_variance   | 0.00071     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0259     |
|    n_updates            | 5890        |
|    policy_gradient_loss | -0.00312    |
|    std                  | 0.858       |
|    value_loss           | 0.00318     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | -0.579      |
| time/                   |             |
|    fps                  | 95          |
|    iterations           | 121         |
|    time_elapsed         | 325         |
|    total_timesteps      | 151296      |
| train/                  |             |
|    approx_kl            | 0.004657182 |
|    clip_fraction        | 0.0238      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.53       |
|    explained_variance   | -0.000863   |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0139     |
|    n_updates            | 5900        |
|    policy_gradient_loss | -0.00316    |
|    std                  | 0.862       |
|    value_loss           | 0.00357     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | -0.58       |
| time/                   |             |
|    fps                  | 95          |
|    iterations           | 122         |
|    time_elapsed         | 328         |
|    total_timesteps      | 151552      |
| train/                  |             |
|    approx_kl            | 0.005446775 |
|    clip_fraction        | 0.048       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.54       |
|    explained_variance   | -3.34e-06   |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0242     |
|    n_updates            | 5910        |
|    policy_gradient_loss | -0.00596    |
|    std                  | 0.862       |
|    value_loss           | 0.00328     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 118         |
|    ep_rew_mean          | -0.791      |
| time/                   |             |
|    fps                  | 94          |
|    iterations           | 123         |
|    time_elapsed         | 333         |
|    total_timesteps      | 151808      |
| train/                  |             |
|    approx_kl            | 0.004047193 |
|    clip_fraction        | 0.0789      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.54       |
|    explained_variance   | -0.000975   |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0186     |
|    n_updates            | 5920        |
|    policy_gradient_loss | -0.00203    |
|    std                  | 0.862       |
|    value_loss           | 0.00306     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 118          |
|    ep_rew_mean          | -0.792       |
| time/                   |              |
|    fps                  | 94           |
|    iterations           | 124          |
|    time_elapsed         | 335          |
|    total_timesteps      | 152064       |
| train/                  |              |
|    approx_kl            | 0.0051178085 |
|    clip_fraction        | 0.0488       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.54        |
|    explained_variance   | 0.000109     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0276      |
|    n_updates            | 5930         |
|    policy_gradient_loss | -0.00422     |
|    std                  | 0.865        |
|    value_loss           | 0.00341      |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 118        |
|    ep_rew_mean          | -0.79      |
| time/                   |            |
|    fps                  | 94         |
|    iterations           | 125        |
|    time_elapsed         | 338        |
|    total_timesteps      | 152320     |
| train/                  |            |
|    approx_kl            | 0.00661543 |
|    clip_fraction        | 0.0754     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.55      |
|    explained_variance   | -2.86e-05  |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0396    |
|    n_updates            | 5940       |
|    policy_gradient_loss | -0.00651   |
|    std                  | 0.867      |
|    value_loss           | 0.003      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 118         |
|    ep_rew_mean          | -0.794      |
| time/                   |             |
|    fps                  | 94          |
|    iterations           | 126         |
|    time_elapsed         | 340         |
|    total_timesteps      | 152576      |
| train/                  |             |
|    approx_kl            | 0.005414678 |
|    clip_fraction        | 0.106       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.55       |
|    explained_variance   | 4.59e-05    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0467     |
|    n_updates            | 5950        |
|    policy_gradient_loss | -0.0074     |
|    std                  | 0.869       |
|    value_loss           | 0.00315     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 118          |
|    ep_rew_mean          | -0.792       |
| time/                   |              |
|    fps                  | 94           |
|    iterations           | 127          |
|    time_elapsed         | 343          |
|    total_timesteps      | 152832       |
| train/                  |              |
|    approx_kl            | 0.0016995913 |
|    clip_fraction        | 0.0477       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.56        |
|    explained_variance   | 7.83e-05     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0324      |
|    n_updates            | 5960         |
|    policy_gradient_loss | -0.00151     |
|    std                  | 0.87         |
|    value_loss           | 0.0033       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 118          |
|    ep_rew_mean          | -0.791       |
| time/                   |              |
|    fps                  | 94           |
|    iterations           | 128          |
|    time_elapsed         | 346          |
|    total_timesteps      | 153088       |
| train/                  |              |
|    approx_kl            | 0.0045274775 |
|    clip_fraction        | 0.0238       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.56        |
|    explained_variance   | -0.000349    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0391      |
|    n_updates            | 5970         |
|    policy_gradient_loss | -0.000395    |
|    std                  | 0.872        |
|    value_loss           | 0.00382      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 119         |
|    ep_rew_mean          | -1          |
| time/                   |             |
|    fps                  | 94          |
|    iterations           | 129         |
|    time_elapsed         | 348         |
|    total_timesteps      | 153344      |
| train/                  |             |
|    approx_kl            | 0.004991859 |
|    clip_fraction        | 0.0484      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.56       |
|    explained_variance   | -0.000194   |
|    learning_rate        | 0.0003      |
