Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
---------------------------------
| rollout/           |          |
|    std                  | 0.943       |
|    value_loss           | 7.69e-07    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.2         |
| time/                   |              |
|    fps                  | 47           |
|    iterations           | 46           |
|    time_elapsed         | 249          |
|    total_timesteps      | 11776        |
| train/                  |              |
|    approx_kl            | 0.0049291165 |
|    clip_fraction        | 0.034        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.72        |
|    explained_variance   | 0.968        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0299      |
|    n_updates            | 450          |
|    policy_gradient_loss | -0.0048      |
|    std                  | 0.945        |
|    value_loss           | 7.62e-07     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.2        |
| time/                   |             |
|    fps                  | 47          |
|    iterations           | 47          |
|    time_elapsed         | 254         |
|    total_timesteps      | 12032       |
| train/                  |             |
|    approx_kl            | 0.002409801 |
|    clip_fraction        | 0.027       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.72       |
|    explained_variance   | 0.971       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0278     |
|    n_updates            | 460         |
|    policy_gradient_loss | -0.00201    |
|    std                  | 0.943       |
|    value_loss           | 4.82e-07    |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 120       |
|    ep_rew_mean          | -1.2      |
| time/                   |           |
|    fps                  | 47        |
|    iterations           | 48        |
|    time_elapsed         | 260       |
|    total_timesteps      | 12288     |
| train/                  |           |
|    approx_kl            | 0.0117959 |
|    clip_fraction        | 0.122     |
|    clip_range           | 0.2       |
|    entropy_loss         | -2.72     |
|    explained_variance   | 0.971     |
|    learning_rate        | 0.0003    |
|    loss                 | -0.0459   |
|    n_updates            | 470       |
|    policy_gradient_loss | -0.0109   |
|    std                  | 0.943     |
|    value_loss           | 1.29e-06  |
---------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.2         |
| time/                   |              |
|    fps                  | 47           |
|    iterations           | 49           |
|    time_elapsed         | 265          |
|    total_timesteps      | 12544        |
| train/                  |              |
|    approx_kl            | 0.0056299767 |
|    clip_fraction        | 0.0617       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.72        |
|    explained_variance   | 0.975        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0332      |
|    n_updates            | 480          |
|    policy_gradient_loss | -0.00393     |
|    std                  | 0.944        |
|    value_loss           | 1.45e-07     |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 120        |
|    ep_rew_mean          | -1.2       |
| time/                   |            |
|    fps                  | 47         |
|    iterations           | 50         |
|    time_elapsed         | 270        |
|    total_timesteps      | 12800      |
| train/                  |            |
|    approx_kl            | 0.00325409 |
|    clip_fraction        | 0.0043     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.72      |
|    explained_variance   | 0.97       |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0333    |
|    n_updates            | 490        |
|    policy_gradient_loss | -0.000751  |
|    std                  | 0.941      |
|    value_loss           | 3.35e-07   |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.2        |
| time/                   |             |
|    fps                  | 47          |
|    iterations           | 51          |
|    time_elapsed         | 276         |
|    total_timesteps      | 13056       |
| train/                  |             |
|    approx_kl            | 0.006187559 |
|    clip_fraction        | 0.0855      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.71       |
|    explained_variance   | 0.974       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0322     |
|    n_updates            | 500         |
|    policy_gradient_loss | -0.00783    |
|    std                  | 0.938       |
|    value_loss           | 2.08e-07    |
-----------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 120           |
|    ep_rew_mean          | -1.2          |
| time/                   |               |
|    fps                  | 47            |
|    iterations           | 52            |
|    time_elapsed         | 281           |
|    total_timesteps      | 13312         |
| train/                  |               |
|    approx_kl            | 0.00038490468 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -2.71         |
|    explained_variance   | 0.971         |
|    learning_rate        | 0.0003        |
|    loss                 | -0.0273       |
|    n_updates            | 510           |
|    policy_gradient_loss | 0.000102      |
|    std                  | 0.936         |
|    value_loss           | 1.87e-07      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.2         |
| time/                   |              |
|    fps                  | 47           |
|    iterations           | 53           |
|    time_elapsed         | 287          |
|    total_timesteps      | 13568        |
| train/                  |              |
|    approx_kl            | 0.0014209631 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.71        |
|    explained_variance   | 0.97         |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0273      |
|    n_updates            | 520          |
|    policy_gradient_loss | -0.000436    |
|    std                  | 0.938        |
|    value_loss           | 2.4e-07      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.2        |
| time/                   |             |
|    fps                  | 47          |
|    iterations           | 54          |
|    time_elapsed         | 292         |
|    total_timesteps      | 13824       |
| train/                  |             |
|    approx_kl            | 0.005207823 |
|    clip_fraction        | 0.0336      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.71       |
|    explained_variance   | 0.963       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0358     |
|    n_updates            | 530         |
|    policy_gradient_loss | -0.00265    |
|    std                  | 0.935       |
|    value_loss           | 9.63e-08    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.2        |
| time/                   |             |
|    fps                  | 47          |
|    iterations           | 55          |
|    time_elapsed         | 298         |
|    total_timesteps      | 14080       |
| train/                  |             |
|    approx_kl            | 0.003445395 |
|    clip_fraction        | 0.034       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.7        |
|    explained_variance   | 0.977       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0304     |
|    n_updates            | 540         |
|    policy_gradient_loss | -0.00382    |
|    std                  | 0.937       |
|    value_loss           | 1.49e-07    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.2        |
| time/                   |             |
|    fps                  | 47          |
|    iterations           | 56          |
|    time_elapsed         | 303         |
|    total_timesteps      | 14336       |
| train/                  |             |
|    approx_kl            | 0.006239984 |
|    clip_fraction        | 0.0547      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.71       |
|    explained_variance   | 0.977       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0123     |
|    n_updates            | 550         |
|    policy_gradient_loss | -0.00328    |
|    std                  | 0.938       |
|    value_loss           | 9.82e-08    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.2         |
| time/                   |              |
|    fps                  | 47           |
|    iterations           | 57           |
|    time_elapsed         | 308          |
|    total_timesteps      | 14592        |
| train/                  |              |
|    approx_kl            | 0.0064494535 |
|    clip_fraction        | 0.0492       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.71        |
|    explained_variance   | 0.968        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0606      |
|    n_updates            | 560          |
|    policy_gradient_loss | -0.00437     |
|    std                  | 0.935        |
|    value_loss           | 1.64e-07     |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 120        |
|    ep_rew_mean          | -1.2       |
| time/                   |            |
|    fps                  | 47         |
|    iterations           | 58         |
|    time_elapsed         | 314        |
|    total_timesteps      | 14848      |
| train/                  |            |
|    approx_kl            | 0.00649314 |
|    clip_fraction        | 0.0477     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.7       |
|    explained_variance   | 0.97       |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0239    |
|    n_updates            | 570        |
|    policy_gradient_loss | -0.00451   |
|    std                  | 0.934      |
|    value_loss           | 1.76e-07   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 120        |
|    ep_rew_mean          | -1.2       |
| time/                   |            |
|    fps                  | 47         |
|    iterations           | 59         |
|    time_elapsed         | 319        |
|    total_timesteps      | 15104      |
| train/                  |            |
|    approx_kl            | 0.00650149 |
|    clip_fraction        | 0.0312     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.7       |
|    explained_variance   | 0.969      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0381    |
|    n_updates            | 580        |
|    policy_gradient_loss | -0.00348   |
|    std                  | 0.939      |
|    value_loss           | 1.96e-07   |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.2         |
| time/                   |              |
|    fps                  | 47           |
|    iterations           | 60           |
|    time_elapsed         | 325          |
|    total_timesteps      | 15360        |
| train/                  |              |
|    approx_kl            | 0.0041067326 |
|    clip_fraction        | 0.0332       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.71        |
|    explained_variance   | 0.959        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0326      |
|    n_updates            | 590          |
|    policy_gradient_loss | -0.00218     |
|    std                  | 0.94         |
|    value_loss           | 2.43e-08     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.2         |
| time/                   |              |
|    fps                  | 47           |
|    iterations           | 61           |
|    time_elapsed         | 330          |
|    total_timesteps      | 15616        |
| train/                  |              |
|    approx_kl            | 0.0017478368 |
|    clip_fraction        | 0.000391     |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.71        |
|    explained_variance   | 0.979        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0374      |
|    n_updates            | 600          |
|    policy_gradient_loss | -0.000351    |
|    std                  | 0.942        |
|    value_loss           | 5.72e-09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.2         |
| time/                   |              |
|    fps                  | 47           |
|    iterations           | 62           |
|    time_elapsed         | 336          |
|    total_timesteps      | 15872        |
| train/                  |              |
|    approx_kl            | 0.0043860786 |
|    clip_fraction        | 0.0445       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.72        |
|    explained_variance   | 0.98         |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0136      |
|    n_updates            | 610          |
|    policy_gradient_loss | -0.00406     |
|    std                  | 0.942        |
|    value_loss           | 2.18e-08     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.2        |
| time/                   |             |
|    fps                  | 47          |
|    iterations           | 63          |
|    time_elapsed         | 341         |
|    total_timesteps      | 16128       |
| train/                  |             |
|    approx_kl            | 0.007111009 |
|    clip_fraction        | 0.066       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.72       |
|    explained_variance   | 0.969       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0441     |
|    n_updates            | 620         |
|    policy_gradient_loss | -0.00814    |
|    std                  | 0.947       |
|    value_loss           | 2.19e-07    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.2        |
| time/                   |             |
|    fps                  | 47          |
|    iterations           | 64          |
|    time_elapsed         | 346         |
|    total_timesteps      | 16384       |
| train/                  |             |
|    approx_kl            | 0.008560652 |
|    clip_fraction        | 0.0738      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.73       |
|    explained_variance   | 0.977       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0292     |
|    n_updates            | 630         |
|    policy_gradient_loss | -0.00465    |
|    std                  | 0.952       |
|    value_loss           | 1.68e-07    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.2         |
| time/                   |              |
|    fps                  | 47           |
|    iterations           | 65           |
|    time_elapsed         | 352          |
|    total_timesteps      | 16640        |
| train/                  |              |
|    approx_kl            | 0.0072983755 |
|    clip_fraction        | 0.0992       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.74        |
|    explained_variance   | 0.969        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0364      |
|    n_updates            | 640          |
|    policy_gradient_loss | -0.0101      |
|    std                  | 0.954        |
|    value_loss           | 5.88e-08     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.2        |
| time/                   |             |
|    fps                  | 47          |
|    iterations           | 66          |
|    time_elapsed         | 357         |
|    total_timesteps      | 16896       |
| train/                  |             |
|    approx_kl            | 0.004405574 |
|    clip_fraction        | 0.0469      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.73       |
|    explained_variance   | 0.968       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0128     |
|    n_updates            | 650         |
|    policy_gradient_loss | -0.00512    |
|    std                  | 0.944       |
|    value_loss           | 5.17e-08    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.2         |
| time/                   |              |
|    fps                  | 47           |
|    iterations           | 67           |
|    time_elapsed         | 363          |
|    total_timesteps      | 17152        |
| train/                  |              |
|    approx_kl            | 0.0077682897 |
|    clip_fraction        | 0.0543       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.71        |
|    explained_variance   | 0.97         |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0436      |
|    n_updates            | 660          |
|    policy_gradient_loss | -0.00552     |
|    std                  | 0.938        |
|    value_loss           | 7.53e-08     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.2        |
| time/                   |             |
|    fps                  | 47          |
|    iterations           | 68          |
|    time_elapsed         | 368         |
|    total_timesteps      | 17408       |
| train/                  |             |
|    approx_kl            | 0.004206052 |
|    clip_fraction        | 0.0437      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.71       |
|    explained_variance   | 0.955       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0213     |
|    n_updates            | 670         |
|    policy_gradient_loss | -0.00479    |
|    std                  | 0.94        |
|    value_loss           | 4.38e-08    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.2        |
| time/                   |             |
|    fps                  | 47          |
|    iterations           | 69          |
|    time_elapsed         | 373         |
|    total_timesteps      | 17664       |
| train/                  |             |
|    approx_kl            | 0.008718273 |
|    clip_fraction        | 0.108       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.71       |
|    explained_variance   | 0.994       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0538     |
|    n_updates            | 680         |
|    policy_gradient_loss | -0.00648    |
|    std                  | 0.939       |
|    value_loss           | 2.45e-09    |
-----------------------------------------
