Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Resumed from /workspace/curriculum_p2.zip
---------------------------------
| rollout/           |          |
|    approx_kl            | 0.0064497213 |
|    clip_fraction        | 0.0504       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.71        |
|    explained_variance   | -0.000174    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0306      |
|    n_updates            | 6330         |
|    policy_gradient_loss | -0.00415     |
|    std                  | 0.937        |
|    value_loss           | 0.00327      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 117          |
|    ep_rew_mean          | -0.565       |
| time/                   |              |
|    fps                  | 91           |
|    iterations           | 165          |
|    time_elapsed         | 462          |
|    total_timesteps      | 162560       |
| train/                  |              |
|    approx_kl            | 0.0055259624 |
|    clip_fraction        | 0.0852       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.71        |
|    explained_variance   | -0.000461    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.038       |
|    n_updates            | 6340         |
|    policy_gradient_loss | -0.00653     |
|    std                  | 0.937        |
|    value_loss           | 0.00334      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | -0.356      |
| time/                   |             |
|    fps                  | 91          |
|    iterations           | 166         |
|    time_elapsed         | 464         |
|    total_timesteps      | 162816      |
| train/                  |             |
|    approx_kl            | 0.005352224 |
|    clip_fraction        | 0.0363      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.71       |
|    explained_variance   | -0.000984   |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0294     |
|    n_updates            | 6350        |
|    policy_gradient_loss | -0.00317    |
|    std                  | 0.938       |
|    value_loss           | 0.00338     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.36        |
| time/                   |              |
|    fps                  | 91           |
|    iterations           | 167          |
|    time_elapsed         | 467          |
|    total_timesteps      | 163072       |
| train/                  |              |
|    approx_kl            | 0.0012833646 |
|    clip_fraction        | 0.00508      |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.71        |
|    explained_variance   | -7.15e-06    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.033       |
|    n_updates            | 6360         |
|    policy_gradient_loss | -0.000655    |
|    std                  | 0.934        |
|    value_loss           | 1.71         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.354       |
| time/                   |              |
|    fps                  | 91           |
|    iterations           | 168          |
|    time_elapsed         | 470          |
|    total_timesteps      | 163328       |
| train/                  |              |
|    approx_kl            | 0.0073688505 |
|    clip_fraction        | 0.0699       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.7         |
|    explained_variance   | -0.00118     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0365      |
|    n_updates            | 6370         |
|    policy_gradient_loss | -0.00825     |
|    std                  | 0.931        |
|    value_loss           | 0.00309      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.352       |
| time/                   |              |
|    fps                  | 91           |
|    iterations           | 169          |
|    time_elapsed         | 472          |
|    total_timesteps      | 163584       |
| train/                  |              |
|    approx_kl            | 0.0048142355 |
|    clip_fraction        | 0.0738       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.69        |
|    explained_variance   | 0.000341     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0398      |
|    n_updates            | 6380         |
|    policy_gradient_loss | -0.00604     |
|    std                  | 0.926        |
|    value_loss           | 0.00317      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.354       |
| time/                   |              |
|    fps                  | 91           |
|    iterations           | 170          |
|    time_elapsed         | 475          |
|    total_timesteps      | 163840       |
| train/                  |              |
|    approx_kl            | 0.0037225988 |
|    clip_fraction        | 0.0207       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.68        |
|    explained_variance   | -0.000282    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0239      |
|    n_updates            | 6390         |
|    policy_gradient_loss | -0.00204     |
|    std                  | 0.922        |
|    value_loss           | 0.00292      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.351       |
| time/                   |              |
|    fps                  | 91           |
|    iterations           | 171          |
|    time_elapsed         | 478          |
|    total_timesteps      | 164096       |
| train/                  |              |
|    approx_kl            | 0.0055695013 |
|    clip_fraction        | 0.0441       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.67        |
|    explained_variance   | -0.000568    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0315      |
|    n_updates            | 6400         |
|    policy_gradient_loss | -0.00388     |
|    std                  | 0.919        |
|    value_loss           | 0.00311      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.355       |
| time/                   |              |
|    fps                  | 91           |
|    iterations           | 172          |
|    time_elapsed         | 480          |
|    total_timesteps      | 164352       |
| train/                  |              |
|    approx_kl            | 0.0074812546 |
|    clip_fraction        | 0.0641       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.66        |
|    explained_variance   | 8.1e-05      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0141      |
|    n_updates            | 6410         |
|    policy_gradient_loss | -0.00812     |
|    std                  | 0.916        |
|    value_loss           | 0.00264      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.355       |
| time/                   |              |
|    fps                  | 91           |
|    iterations           | 173          |
|    time_elapsed         | 483          |
|    total_timesteps      | 164608       |
| train/                  |              |
|    approx_kl            | 0.0055631604 |
|    clip_fraction        | 0.0996       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.66        |
|    explained_variance   | 0.000559     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0368      |
|    n_updates            | 6420         |
|    policy_gradient_loss | -0.00742     |
|    std                  | 0.917        |
|    value_loss           | 0.00271      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | -0.356      |
| time/                   |             |
|    fps                  | 91          |
|    iterations           | 174         |
|    time_elapsed         | 485         |
|    total_timesteps      | 164864      |
| train/                  |             |
|    approx_kl            | 0.006907466 |
|    clip_fraction        | 0.093       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.66       |
|    explained_variance   | 0.00137     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0491     |
|    n_updates            | 6430        |
|    policy_gradient_loss | -0.00949    |
|    std                  | 0.915       |
|    value_loss           | 0.00282     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 116        |
|    ep_rew_mean          | -0.354     |
| time/                   |            |
|    fps                  | 91         |
|    iterations           | 175        |
|    time_elapsed         | 488        |
|    total_timesteps      | 165120     |
| train/                  |            |
|    approx_kl            | 0.00631755 |
|    clip_fraction        | 0.0914     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.66      |
|    explained_variance   | 0.000716   |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0445    |
|    n_updates            | 6440       |
|    policy_gradient_loss | -0.0121    |
|    std                  | 0.915      |
|    value_loss           | 0.00307    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | -0.355      |
| time/                   |             |
|    fps                  | 91          |
|    iterations           | 176         |
|    time_elapsed         | 491         |
|    total_timesteps      | 165376      |
| train/                  |             |
|    approx_kl            | 0.004369954 |
|    clip_fraction        | 0.0156      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.66       |
|    explained_variance   | 0.00123     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0244     |
|    n_updates            | 6450        |
|    policy_gradient_loss | -0.000442   |
|    std                  | 0.915       |
|    value_loss           | 0.00277     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 114          |
|    ep_rew_mean          | -0.144       |
| time/                   |              |
|    fps                  | 91           |
|    iterations           | 177          |
|    time_elapsed         | 495          |
|    total_timesteps      | 165632       |
| train/                  |              |
|    approx_kl            | 0.0059843087 |
|    clip_fraction        | 0.0891       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.66        |
|    explained_variance   | -0.000214    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0432      |
|    n_updates            | 6460         |
|    policy_gradient_loss | -0.00822     |
|    std                  | 0.912        |
|    value_loss           | 0.0027       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 115          |
|    ep_rew_mean          | -0.354       |
| time/                   |              |
|    fps                  | 91           |
|    iterations           | 178          |
|    time_elapsed         | 500          |
|    total_timesteps      | 165888       |
| train/                  |              |
|    approx_kl            | 0.0092462655 |
|    clip_fraction        | 0.114        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.65        |
|    explained_variance   | 5.84e-06     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0356      |
|    n_updates            | 6470         |
|    policy_gradient_loss | -0.00699     |
|    std                  | 0.912        |
|    value_loss           | 1.72         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 115         |
|    ep_rew_mean          | -0.353      |
| time/                   |             |
|    fps                  | 91          |
|    iterations           | 179         |
|    time_elapsed         | 502         |
|    total_timesteps      | 166144      |
| train/                  |             |
|    approx_kl            | 0.006875915 |
|    clip_fraction        | 0.0312      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.66       |
|    explained_variance   | -0.00223    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.031      |
|    n_updates            | 6480        |
|    policy_gradient_loss | -0.00194    |
|    std                  | 0.916       |
|    value_loss           | 0.00324     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 115          |
|    ep_rew_mean          | -0.353       |
| time/                   |              |
|    fps                  | 91           |
|    iterations           | 180          |
|    time_elapsed         | 505          |
|    total_timesteps      | 166400       |
| train/                  |              |
|    approx_kl            | 0.0065982966 |
|    clip_fraction        | 0.106        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.67        |
|    explained_variance   | -0.000206    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0224      |
|    n_updates            | 6490         |
|    policy_gradient_loss | -0.0103      |
|    std                  | 0.922        |
|    value_loss           | 0.00277      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 115          |
|    ep_rew_mean          | -0.352       |
| time/                   |              |
|    fps                  | 90           |
|    iterations           | 181          |
|    time_elapsed         | 509          |
|    total_timesteps      | 166656       |
| train/                  |              |
|    approx_kl            | 0.0028173923 |
|    clip_fraction        | 0.0133       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.68        |
|    explained_variance   | -0.000112    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0157      |
|    n_updates            | 6500         |
|    policy_gradient_loss | -0.00043     |
|    std                  | 0.923        |
|    value_loss           | 0.0029       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 115          |
|    ep_rew_mean          | -0.353       |
| time/                   |              |
|    fps                  | 90           |
|    iterations           | 182          |
|    time_elapsed         | 512          |
|    total_timesteps      | 166912       |
| train/                  |              |
|    approx_kl            | 0.0073769838 |
|    clip_fraction        | 0.082        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.68        |
|    explained_variance   | 0.00032      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0272      |
|    n_updates            | 6510         |
|    policy_gradient_loss | -0.00554     |
|    std                  | 0.925        |
|    value_loss           | 0.00299      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 115          |
|    ep_rew_mean          | -0.353       |
| time/                   |              |
|    fps                  | 90           |
|    iterations           | 183          |
|    time_elapsed         | 515          |
|    total_timesteps      | 167168       |
| train/                  |              |
|    approx_kl            | 0.0040692147 |
|    clip_fraction        | 0.0043       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.68        |
|    explained_variance   | -0.000166    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0273      |
|    n_updates            | 6520         |
|    policy_gradient_loss | -0.000465    |
|    std                  | 0.928        |
|    value_loss           | 0.00276      |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 115        |
|    ep_rew_mean          | -0.353     |
| time/                   |            |
|    fps                  | 90         |
|    iterations           | 184        |
|    time_elapsed         | 519        |
|    total_timesteps      | 167424     |
| train/                  |            |
|    approx_kl            | 0.00728549 |
|    clip_fraction        | 0.0844     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.69      |
|    explained_variance   | -0.00116   |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0569    |
|    n_updates            | 6530       |
|    policy_gradient_loss | -0.00773   |
|    std                  | 0.927      |
|    value_loss           | 0.00324    |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.563       |
| time/                   |              |
|    fps                  | 90           |
|    iterations           | 185          |
|    time_elapsed         | 522          |
|    total_timesteps      | 167680       |
| train/                  |              |
|    approx_kl            | 0.0027259146 |
|    clip_fraction        | 0.0277       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.68        |
|    explained_variance   | 0.000584     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0156      |
|    n_updates            | 6540         |
|    policy_gradient_loss | -0.00222     |
|    std                  | 0.925        |
|    value_loss           | 0.00294      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | -0.564      |
| time/                   |             |
|    fps                  | 90          |
|    iterations           | 186         |
|    time_elapsed         | 525         |
|    total_timesteps      | 167936      |
| train/                  |             |
|    approx_kl            | 0.006751803 |
|    clip_fraction        | 0.0777      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.68       |
|    explained_variance   | 0.000321    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0303     |
|    n_updates            | 6550        |
|    policy_gradient_loss | -0.00619    |
|    std                  | 0.927       |
|    value_loss           | 0.00235     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.567       |
| time/                   |              |
|    fps                  | 90           |
|    iterations           | 187          |
|    time_elapsed         | 527          |
|    total_timesteps      | 168192       |
| train/                  |              |
|    approx_kl            | 0.0076459707 |
|    clip_fraction        | 0.0887       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.69        |
|    explained_variance   | 0.000601     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0448      |
|    n_updates            | 6560         |
|    policy_gradient_loss | -0.00688     |
|    std                  | 0.93         |
|    value_loss           | 0.00268      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 118         |
|    ep_rew_mean          | -0.781      |
| time/                   |             |
|    fps                  | 90          |
|    iterations           | 188         |
|    time_elapsed         | 530         |
|    total_timesteps      | 168448      |
| train/                  |             |
|    approx_kl            | 0.009374282 |
|    clip_fraction        | 0.168       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.69       |
|    explained_variance   | 0.000487    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0437     |
|    n_updates            | 6570        |
|    policy_gradient_loss | -0.0111     |
|    std                  | 0.928       |
|    value_loss           | 0.00259     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 118          |
|    ep_rew_mean          | -0.782       |
| time/                   |              |
|    fps                  | 90           |
|    iterations           | 189          |
|    time_elapsed         | 532          |
|    total_timesteps      | 168704       |
| train/                  |              |
|    approx_kl            | 0.0046099946 |
|    clip_fraction        | 0.0187       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.69        |
|    explained_variance   | -0.0023      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0379      |
|    n_updates            | 6580         |
|    policy_gradient_loss | -0.0012      |
|    std                  | 0.925        |
|    value_loss           | 0.00298      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 118         |
|    ep_rew_mean          | -0.782      |
| time/                   |             |
|    fps                  | 90          |
|    iterations           | 190         |
|    time_elapsed         | 535         |
|    total_timesteps      | 168960      |
| train/                  |             |
|    approx_kl            | 0.008897991 |
|    clip_fraction        | 0.0902      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.68       |
|    explained_variance   | -0.00044    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0528     |
|    n_updates            | 6590        |
|    policy_gradient_loss | -0.00994    |
|    std                  | 0.922       |
|    value_loss           | 0.00259     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 118          |
|    ep_rew_mean          | -0.779       |
| time/                   |              |
|    fps                  | 90           |
|    iterations           | 191          |
|    time_elapsed         | 539          |
|    total_timesteps      | 169216       |
| train/                  |              |
|    approx_kl            | 0.0033433854 |
|    clip_fraction        | 0.0371       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.67        |
|    explained_variance   | -0.00128     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0279      |
|    n_updates            | 6600         |
|    policy_gradient_loss | -0.00404     |
|    std                  | 0.92         |
|    value_loss           | 0.00279      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 118         |
|    ep_rew_mean          | -0.78       |
| time/                   |             |
|    fps                  | 90          |
|    iterations           | 192         |
|    time_elapsed         | 542         |
|    total_timesteps      | 169472      |
| train/                  |             |
|    approx_kl            | 0.004677796 |
|    clip_fraction        | 0.0375      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.67       |
|    explained_variance   | 0.00013     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0345     |
|    n_updates            | 6610        |
|    policy_gradient_loss | -0.00415    |
|    std                  | 0.924       |
|    value_loss           | 0.00249     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 118         |
|    ep_rew_mean          | -0.777      |
| time/                   |             |
|    fps                  | 90          |
|    iterations           | 193         |
|    time_elapsed         | 545         |
|    total_timesteps      | 169728      |
| train/                  |             |
|    approx_kl            | 0.004082055 |
|    clip_fraction        | 0.0422      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.68       |
|    explained_variance   | 0.00162     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0361     |
|    n_updates            | 6620        |
|    policy_gradient_loss | -0.00256    |
|    std                  | 0.928       |
|    value_loss           | 0.0023      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 118          |
|    ep_rew_mean          | -0.776       |
| time/                   |              |
|    fps                  | 90           |
|    iterations           | 194          |
|    time_elapsed         | 547          |
|    total_timesteps      | 169984       |
| train/                  |              |
|    approx_kl            | 0.0062893406 |
|    clip_fraction        | 0.0813       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.69        |
|    explained_variance   | -0.000226    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0356      |
|    n_updates            | 6630         |
|    policy_gradient_loss | -0.00528     |
|    std                  | 0.929        |
|    value_loss           | 0.00252      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 118          |
|    ep_rew_mean          | -0.778       |
| time/                   |              |
|    fps                  | 90           |
|    iterations           | 195          |
|    time_elapsed         | 550          |
|    total_timesteps      | 170240       |
| train/                  |              |
|    approx_kl            | 0.0026372566 |
|    clip_fraction        | 0.0512       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.69        |
|    explained_variance   | 0.00112      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0351      |
|    n_updates            | 6640         |
|    policy_gradient_loss | -0.00384     |
|    std                  | 0.934        |
|    value_loss           | 0.00272      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 118         |
|    ep_rew_mean          | -0.776      |
| time/                   |             |
|    fps                  | 90          |
|    iterations           | 196         |
|    time_elapsed         | 553         |
|    total_timesteps      | 170496      |
| train/                  |             |
|    approx_kl            | 0.004828601 |
|    clip_fraction        | 0.0992      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.7        |
|    explained_variance   | -0.00257    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0406     |
|    n_updates            | 6650        |
|    policy_gradient_loss | -0.0103     |
|    std                  | 0.935       |
|    value_loss           | 0.00263     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 118         |
|    ep_rew_mean          | -0.775      |
| time/                   |             |
|    fps                  | 90          |
|    iterations           | 197         |
|    time_elapsed         | 555         |
|    total_timesteps      | 170752      |
| train/                  |             |
|    approx_kl            | 0.007812543 |
|    clip_fraction        | 0.103       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.7        |
|    explained_variance   | -0.000625   |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0452     |
|    n_updates            | 6660        |
|    policy_gradient_loss | -0.0112     |
|    std                  | 0.936       |
|    value_loss           | 0.0028      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 118         |
|    ep_rew_mean          | -0.773      |
| time/                   |             |
|    fps                  | 90          |
|    iterations           | 198         |
|    time_elapsed         | 558         |
|    total_timesteps      | 171008      |
| train/                  |             |
|    approx_kl            | 0.005072623 |
|    clip_fraction        | 0.0586      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.7        |
|    explained_variance   | -0.00276    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0362     |
|    n_updates            | 6670        |
|    policy_gradient_loss | -0.00698    |
|    std                  | 0.933       |
|    value_loss           | 0.00298     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 118          |
|    ep_rew_mean          | -0.77        |
| time/                   |              |
|    fps                  | 90           |
|    iterations           | 199          |
|    time_elapsed         | 560          |
|    total_timesteps      | 171264       |
| train/                  |              |
|    approx_kl            | 0.0045111226 |
|    clip_fraction        | 0.0367       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.69        |
|    explained_variance   | 0.000262     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0409      |
|    n_updates            | 6680         |
|    policy_gradient_loss | -0.0029      |
|    std                  | 0.928        |
|    value_loss           | 0.00271      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 118          |
|    ep_rew_mean          | -0.768       |
| time/                   |              |
|    fps                  | 90           |
|    iterations           | 200          |
|    time_elapsed         | 563          |
|    total_timesteps      | 171520       |
| train/                  |              |
|    approx_kl            | 0.0044928268 |
|    clip_fraction        | 0.0441       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.69        |
|    explained_variance   | 0.000337     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0251      |
|    n_updates            | 6690         |
|    policy_gradient_loss | -0.00468     |
|    std                  | 0.933        |
|    value_loss           | 0.00278      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 118         |
|    ep_rew_mean          | -0.767      |
| time/                   |             |
|    fps                  | 90          |
|    iterations           | 201         |
|    time_elapsed         | 566         |
|    total_timesteps      | 171776      |
| train/                  |             |
|    approx_kl            | 0.003977881 |
|    clip_fraction        | 0.0262      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.7        |
|    explained_variance   | 0.000456    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.031      |
|    n_updates            | 6700        |
|    policy_gradient_loss | -0.00341    |
|    std                  | 0.936       |
|    value_loss           | 0.00275     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 118          |
|    ep_rew_mean          | -0.766       |
| time/                   |              |
|    fps                  | 90           |
|    iterations           | 202          |
|    time_elapsed         | 568          |
|    total_timesteps      | 172032       |
| train/                  |              |
|    approx_kl            | 0.0047875755 |
|    clip_fraction        | 0.0727       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.71        |
|    explained_variance   | -0.000453    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0348      |
|    n_updates            | 6710         |
|    policy_gradient_loss | -0.0062      |
|    std                  | 0.936        |
|    value_loss           | 0.00295      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.558       |
| time/                   |              |
|    fps                  | 90           |
|    iterations           | 203          |
|    time_elapsed         | 573          |
|    total_timesteps      | 172288       |
| train/                  |              |
|    approx_kl            | 0.0036638172 |
|    clip_fraction        | 0.023        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.71        |
|    explained_variance   | -7.39e-06    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0228      |
|    n_updates            | 6720         |
|    policy_gradient_loss | -0.0013      |
|    std                  | 0.94         |
|    value_loss           | 0.00249      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | -0.557      |
| time/                   |             |
|    fps                  | 90          |
|    iterations           | 204         |
|    time_elapsed         | 576         |
|    total_timesteps      | 172544      |
| train/                  |             |
|    approx_kl            | 0.007468418 |
|    clip_fraction        | 0.0605      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.71       |
|    explained_variance   | 5.13e-06    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.039      |
|    n_updates            | 6730        |
|    policy_gradient_loss | -0.00513    |
|    std                  | 0.94        |
|    value_loss           | 1.72        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 116        |
|    ep_rew_mean          | -0.558     |
| time/                   |            |
|    fps                  | 90         |
|    iterations           | 205        |
|    time_elapsed         | 578        |
|    total_timesteps      | 172800     |
| train/                  |            |
|    approx_kl            | 0.00508284 |
|    clip_fraction        | 0.0602     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.71      |
|    explained_variance   | 0.000244   |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0341    |
|    n_updates            | 6740       |
|    policy_gradient_loss | -0.00563   |
|    std                  | 0.939      |
|    value_loss           | 0.00313    |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.56        |
| time/                   |              |
|    fps                  | 90           |
|    iterations           | 206          |
|    time_elapsed         | 581          |
|    total_timesteps      | 173056       |
| train/                  |              |
|    approx_kl            | 0.0041129217 |
|    clip_fraction        | 0.027        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.71        |
|    explained_variance   | -0.000313    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0215      |
|    n_updates            | 6750         |
|    policy_gradient_loss | -0.00446     |
|    std                  | 0.939        |
|    value_loss           | 0.00278      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | -0.56       |
| time/                   |             |
|    fps                  | 90          |
|    iterations           | 207         |
|    time_elapsed         | 583         |
|    total_timesteps      | 173312      |
| train/                  |             |
|    approx_kl            | 0.005056341 |
|    clip_fraction        | 0.0828      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.71       |
|    explained_variance   | 0.00164     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0347     |
|    n_updates            | 6760        |
|    policy_gradient_loss | -0.00672    |
|    std                  | 0.937       |
|    value_loss           | 0.00275     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | -0.56       |
| time/                   |             |
|    fps                  | 90          |
|    iterations           | 208         |
|    time_elapsed         | 586         |
|    total_timesteps      | 173568      |
| train/                  |             |
|    approx_kl            | 0.004410878 |
|    clip_fraction        | 0.0332      |
|    clip_range           | 0.2         |
