Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
---------------------------------
| rollout/           |          |
|    value_loss           | 0.00256      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.22        |
| time/                   |              |
|    fps                  | 548          |
|    iterations           | 46           |
|    time_elapsed         | 21           |
|    total_timesteps      | 11776        |
| train/                  |              |
|    approx_kl            | 0.0062413337 |
|    clip_fraction        | 0.0613       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.78        |
|    explained_variance   | 0.115        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0463      |
|    n_updates            | 450          |
|    policy_gradient_loss | -0.00689     |
|    std                  | 0.973        |
|    value_loss           | 0.00269      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.22       |
| time/                   |             |
|    fps                  | 548         |
|    iterations           | 47          |
|    time_elapsed         | 21          |
|    total_timesteps      | 12032       |
| train/                  |             |
|    approx_kl            | 0.007200846 |
|    clip_fraction        | 0.0352      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.78       |
|    explained_variance   | 0.215       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0449     |
|    n_updates            | 460         |
|    policy_gradient_loss | -0.00251    |
|    std                  | 0.974       |
|    value_loss           | 0.00298     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.22       |
| time/                   |             |
|    fps                  | 548         |
|    iterations           | 48          |
|    time_elapsed         | 22          |
|    total_timesteps      | 12288       |
| train/                  |             |
|    approx_kl            | 0.009482758 |
|    clip_fraction        | 0.077       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.79       |
|    explained_variance   | 0.189       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0309     |
|    n_updates            | 470         |
|    policy_gradient_loss | -0.00666    |
|    std                  | 0.98        |
|    value_loss           | 0.00257     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.22        |
| time/                   |              |
|    fps                  | 547          |
|    iterations           | 49           |
|    time_elapsed         | 22           |
|    total_timesteps      | 12544        |
| train/                  |              |
|    approx_kl            | 0.0069138915 |
|    clip_fraction        | 0.0383       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.8         |
|    explained_variance   | 0.217        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0313      |
|    n_updates            | 480          |
|    policy_gradient_loss | -0.00312     |
|    std                  | 0.981        |
|    value_loss           | 0.00219      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.23       |
| time/                   |             |
|    fps                  | 547         |
|    iterations           | 50          |
|    time_elapsed         | 23          |
|    total_timesteps      | 12800       |
| train/                  |             |
|    approx_kl            | 0.004357689 |
|    clip_fraction        | 0.0234      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.8        |
|    explained_variance   | -0.784      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0259     |
|    n_updates            | 490         |
|    policy_gradient_loss | -0.00308    |
|    std                  | 0.979       |
|    value_loss           | 0.00389     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.23        |
| time/                   |              |
|    fps                  | 548          |
|    iterations           | 51           |
|    time_elapsed         | 23           |
|    total_timesteps      | 13056        |
| train/                  |              |
|    approx_kl            | 0.0049765287 |
|    clip_fraction        | 0.0805       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.79        |
|    explained_variance   | -0.299       |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0256      |
|    n_updates            | 500          |
|    policy_gradient_loss | -0.00753     |
|    std                  | 0.976        |
|    value_loss           | 0.00284      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.22        |
| time/                   |              |
|    fps                  | 548          |
|    iterations           | 52           |
|    time_elapsed         | 24           |
|    total_timesteps      | 13312        |
| train/                  |              |
|    approx_kl            | 0.0051937113 |
|    clip_fraction        | 0.0645       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.79        |
|    explained_variance   | -0.0346      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0342      |
|    n_updates            | 510          |
|    policy_gradient_loss | -0.00536     |
|    std                  | 0.978        |
|    value_loss           | 0.00165      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.22       |
| time/                   |             |
|    fps                  | 548         |
|    iterations           | 53          |
|    time_elapsed         | 24          |
|    total_timesteps      | 13568       |
| train/                  |             |
|    approx_kl            | 0.011195135 |
|    clip_fraction        | 0.0859      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.79       |
|    explained_variance   | 0.0247      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0238     |
|    n_updates            | 520         |
|    policy_gradient_loss | -0.00981    |
|    std                  | 0.978       |
|    value_loss           | 0.00186     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.22       |
| time/                   |             |
|    fps                  | 548         |
|    iterations           | 54          |
|    time_elapsed         | 25          |
|    total_timesteps      | 13824       |
| train/                  |             |
|    approx_kl            | 0.003984223 |
|    clip_fraction        | 0.0414      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.79       |
|    explained_variance   | -0.00649    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0453     |
|    n_updates            | 530         |
|    policy_gradient_loss | -0.00489    |
|    std                  | 0.974       |
|    value_loss           | 0.00221     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.22       |
| time/                   |             |
|    fps                  | 547         |
|    iterations           | 55          |
|    time_elapsed         | 25          |
|    total_timesteps      | 14080       |
| train/                  |             |
|    approx_kl            | 0.002749752 |
|    clip_fraction        | 0.0371      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.78       |
|    explained_variance   | 0.00757     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0311     |
|    n_updates            | 540         |
|    policy_gradient_loss | -0.00583    |
|    std                  | 0.971       |
|    value_loss           | 0.00288     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.22        |
| time/                   |              |
|    fps                  | 546          |
|    iterations           | 56           |
|    time_elapsed         | 26           |
|    total_timesteps      | 14336        |
| train/                  |              |
|    approx_kl            | 0.0058882143 |
|    clip_fraction        | 0.023        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.78        |
|    explained_variance   | -0.0416      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.013       |
|    n_updates            | 550          |
|    policy_gradient_loss | -0.00233     |
|    std                  | 0.968        |
|    value_loss           | 0.00363      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.23        |
| time/                   |              |
|    fps                  | 546          |
|    iterations           | 57           |
|    time_elapsed         | 26           |
|    total_timesteps      | 14592        |
| train/                  |              |
|    approx_kl            | 0.0011329225 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.77        |
|    explained_variance   | -0.0015      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0262      |
|    n_updates            | 560          |
|    policy_gradient_loss | -0.00033     |
|    std                  | 0.967        |
|    value_loss           | 0.00291      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.23       |
| time/                   |             |
|    fps                  | 545         |
|    iterations           | 58          |
|    time_elapsed         | 27          |
|    total_timesteps      | 14848       |
| train/                  |             |
|    approx_kl            | 0.004245897 |
|    clip_fraction        | 0.0363      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.78       |
|    explained_variance   | 0.0157      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0277     |
|    n_updates            | 570         |
|    policy_gradient_loss | -0.00434    |
|    std                  | 0.974       |
|    value_loss           | 0.00289     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.23       |
| time/                   |             |
|    fps                  | 545         |
|    iterations           | 59          |
|    time_elapsed         | 27          |
|    total_timesteps      | 15104       |
| train/                  |             |
|    approx_kl            | 0.006384573 |
|    clip_fraction        | 0.0879      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.79       |
|    explained_variance   | 0.0948      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0416     |
|    n_updates            | 580         |
|    policy_gradient_loss | -0.00767    |
|    std                  | 0.975       |
|    value_loss           | 0.00277     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.23       |
| time/                   |             |
|    fps                  | 545         |
|    iterations           | 60          |
|    time_elapsed         | 28          |
|    total_timesteps      | 15360       |
| train/                  |             |
|    approx_kl            | 0.005968877 |
|    clip_fraction        | 0.098       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.79       |
|    explained_variance   | 0.000829    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0531     |
|    n_updates            | 590         |
|    policy_gradient_loss | -0.012      |
|    std                  | 0.977       |
|    value_loss           | 0.00319     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.23       |
| time/                   |             |
|    fps                  | 544         |
|    iterations           | 61          |
|    time_elapsed         | 28          |
|    total_timesteps      | 15616       |
| train/                  |             |
|    approx_kl            | 0.009783523 |
|    clip_fraction        | 0.0758      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.79       |
|    explained_variance   | 0.0314      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0334     |
|    n_updates            | 600         |
|    policy_gradient_loss | -0.00602    |
|    std                  | 0.977       |
|    value_loss           | 0.0024      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.24       |
| time/                   |             |
|    fps                  | 544         |
|    iterations           | 62          |
|    time_elapsed         | 29          |
|    total_timesteps      | 15872       |
| train/                  |             |
|    approx_kl            | 0.009043074 |
|    clip_fraction        | 0.0977      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.79       |
|    explained_variance   | 0.0359      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0443     |
|    n_updates            | 610         |
|    policy_gradient_loss | -0.0059     |
|    std                  | 0.978       |
|    value_loss           | 0.00288     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.24        |
| time/                   |              |
|    fps                  | 543          |
|    iterations           | 63           |
|    time_elapsed         | 29           |
|    total_timesteps      | 16128        |
| train/                  |              |
|    approx_kl            | 0.0048119505 |
|    clip_fraction        | 0.0344       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.79        |
|    explained_variance   | 0.105        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0206      |
|    n_updates            | 620          |
|    policy_gradient_loss | -0.00344     |
|    std                  | 0.976        |
|    value_loss           | 0.00293      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.23        |
| time/                   |              |
|    fps                  | 542          |
|    iterations           | 64           |
|    time_elapsed         | 30           |
|    total_timesteps      | 16384        |
| train/                  |              |
|    approx_kl            | 0.0068119713 |
|    clip_fraction        | 0.0328       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.79        |
|    explained_variance   | -0.0338      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0333      |
|    n_updates            | 630          |
|    policy_gradient_loss | -0.0016      |
|    std                  | 0.975        |
|    value_loss           | 0.00283      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.24       |
| time/                   |             |
|    fps                  | 541         |
|    iterations           | 65          |
|    time_elapsed         | 30          |
|    total_timesteps      | 16640       |
| train/                  |             |
|    approx_kl            | 0.006314492 |
|    clip_fraction        | 0.0141      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.78       |
|    explained_variance   | -0.0527     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0298     |
|    n_updates            | 640         |
|    policy_gradient_loss | -0.00163    |
|    std                  | 0.972       |
|    value_loss           | 0.00189     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.23        |
| time/                   |              |
|    fps                  | 541          |
|    iterations           | 66           |
|    time_elapsed         | 31           |
|    total_timesteps      | 16896        |
| train/                  |              |
|    approx_kl            | 0.0072187837 |
|    clip_fraction        | 0.0621       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.78        |
|    explained_variance   | 0.202        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0397      |
|    n_updates            | 650          |
|    policy_gradient_loss | -0.00473     |
|    std                  | 0.972        |
|    value_loss           | 0.00199      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.23       |
| time/                   |             |
|    fps                  | 540         |
|    iterations           | 67          |
|    time_elapsed         | 31          |
|    total_timesteps      | 17152       |
| train/                  |             |
|    approx_kl            | 0.007330754 |
|    clip_fraction        | 0.0941      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.78       |
|    explained_variance   | -0.0746     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.038      |
|    n_updates            | 660         |
|    policy_gradient_loss | -0.00659    |
|    std                  | 0.973       |
|    value_loss           | 0.00195     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.24       |
| time/                   |             |
|    fps                  | 541         |
|    iterations           | 68          |
|    time_elapsed         | 32          |
|    total_timesteps      | 17408       |
| train/                  |             |
|    approx_kl            | 0.004960946 |
|    clip_fraction        | 0.0172      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.78       |
|    explained_variance   | 0.0284      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0234     |
|    n_updates            | 670         |
|    policy_gradient_loss | -0.00299    |
|    std                  | 0.967       |
|    value_loss           | 0.00266     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.24       |
| time/                   |             |
|    fps                  | 541         |
|    iterations           | 69          |
|    time_elapsed         | 32          |
|    total_timesteps      | 17664       |
| train/                  |             |
|    approx_kl            | 0.008871336 |
|    clip_fraction        | 0.0879      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.77       |
|    explained_variance   | 0.0076      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.029      |
|    n_updates            | 680         |
|    policy_gradient_loss | -0.00571    |
|    std                  | 0.965       |
|    value_loss           | 0.00213     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.23        |
| time/                   |              |
|    fps                  | 541          |
|    iterations           | 70           |
|    time_elapsed         | 33           |
|    total_timesteps      | 17920        |
| train/                  |              |
|    approx_kl            | 0.0060995584 |
|    clip_fraction        | 0.0559       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.77        |
|    explained_variance   | 0.00467      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0373      |
|    n_updates            | 690          |
|    policy_gradient_loss | -0.00303     |
|    std                  | 0.965        |
|    value_loss           | 0.00165      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.23        |
| time/                   |              |
|    fps                  | 541          |
|    iterations           | 71           |
|    time_elapsed         | 33           |
|    total_timesteps      | 18176        |
| train/                  |              |
|    approx_kl            | 0.0063452534 |
|    clip_fraction        | 0.109        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.77        |
|    explained_variance   | 0.00546      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0563      |
|    n_updates            | 700          |
|    policy_gradient_loss | -0.0127      |
|    std                  | 0.965        |
|    value_loss           | 0.000905     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.23        |
| time/                   |              |
|    fps                  | 541          |
|    iterations           | 72           |
|    time_elapsed         | 34           |
|    total_timesteps      | 18432        |
| train/                  |              |
|    approx_kl            | 0.0074322047 |
|    clip_fraction        | 0.0555       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.77        |
|    explained_variance   | 0.0163       |
|    learning_rate        | 0.0003       |
|    loss                 | -0.03        |
|    n_updates            | 710          |
|    policy_gradient_loss | -0.00532     |
|    std                  | 0.968        |
|    value_loss           | 0.00202      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.23        |
| time/                   |              |
|    fps                  | 541          |
|    iterations           | 73           |
|    time_elapsed         | 34           |
|    total_timesteps      | 18688        |
| train/                  |              |
|    approx_kl            | 0.0016316043 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.77        |
|    explained_variance   | 0.273        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.034       |
|    n_updates            | 720          |
|    policy_gradient_loss | 0.00022      |
|    std                  | 0.967        |
|    value_loss           | 0.00137      |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 120           |
|    ep_rew_mean          | -1.23         |
| time/                   |               |
|    fps                  | 541           |
|    iterations           | 74            |
|    time_elapsed         | 34            |
|    total_timesteps      | 18944         |
| train/                  |               |
|    approx_kl            | 0.00045899348 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -2.77         |
|    explained_variance   | 0.252         |
|    learning_rate        | 0.0003        |
|    loss                 | -0.0292       |
|    n_updates            | 730           |
|    policy_gradient_loss | -0.00021      |
|    std                  | 0.967         |
|    value_loss           | 0.00116       |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.23        |
| time/                   |              |
|    fps                  | 541          |
|    iterations           | 75           |
|    time_elapsed         | 35           |
|    total_timesteps      | 19200        |
| train/                  |              |
|    approx_kl            | 0.0068479516 |
|    clip_fraction        | 0.0312       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.77        |
|    explained_variance   | 0.143        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0293      |
|    n_updates            | 740          |
|    policy_gradient_loss | -0.00304     |
|    std                  | 0.969        |
|    value_loss           | 0.00151      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.23        |
| time/                   |              |
|    fps                  | 541          |
|    iterations           | 76           |
|    time_elapsed         | 35           |
|    total_timesteps      | 19456        |
| train/                  |              |
|    approx_kl            | 0.0035228035 |
|    clip_fraction        | 0.0352       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.77        |
|    explained_variance   | -0.13        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.03        |
|    n_updates            | 750          |
|    policy_gradient_loss | -0.00396     |
|    std                  | 0.966        |
|    value_loss           | 0.00132      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.23        |
| time/                   |              |
|    fps                  | 541          |
|    iterations           | 77           |
|    time_elapsed         | 36           |
|    total_timesteps      | 19712        |
| train/                  |              |
|    approx_kl            | 0.0076821544 |
|    clip_fraction        | 0.0586       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.77        |
|    explained_variance   | -0.0815      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0292      |
|    n_updates            | 760          |
|    policy_gradient_loss | -0.00651     |
|    std                  | 0.964        |
|    value_loss           | 0.00132      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.23       |
| time/                   |             |
|    fps                  | 540         |
|    iterations           | 78          |
|    time_elapsed         | 36          |
|    total_timesteps      | 19968       |
| train/                  |             |
|    approx_kl            | 0.007223026 |
|    clip_fraction        | 0.0809      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.76       |
|    explained_variance   | -0.12       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0513     |
|    n_updates            | 770         |
|    policy_gradient_loss | -0.00529    |
|    std                  | 0.963       |
|    value_loss           | 0.00109     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.23        |
| time/                   |              |
|    fps                  | 540          |
|    iterations           | 79           |
|    time_elapsed         | 37           |
|    total_timesteps      | 20224        |
| train/                  |              |
|    approx_kl            | 0.0069781635 |
|    clip_fraction        | 0.0996       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.76        |
|    explained_variance   | -0.253       |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0285      |
|    n_updates            | 780          |
|    policy_gradient_loss | -0.0084      |
|    std                  | 0.958        |
|    value_loss           | 0.00225      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.23        |
| time/                   |              |
|    fps                  | 540          |
|    iterations           | 80           |
|    time_elapsed         | 37           |
|    total_timesteps      | 20480        |
| train/                  |              |
|    approx_kl            | 0.0042711818 |
|    clip_fraction        | 0.00859      |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.75        |
|    explained_variance   | 0.000349     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0169      |
|    n_updates            | 790          |
|    policy_gradient_loss | -0.00174     |
|    std                  | 0.952        |
|    value_loss           | 0.00294      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.24        |
| time/                   |              |
|    fps                  | 541          |
|    iterations           | 81           |
|    time_elapsed         | 38           |
|    total_timesteps      | 20736        |
| train/                  |              |
|    approx_kl            | 0.0063115554 |
|    clip_fraction        | 0.059        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.74        |
|    explained_variance   | 0.162        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0392      |
|    n_updates            | 800          |
|    policy_gradient_loss | -0.0043      |
|    std                  | 0.953        |
|    value_loss           | 0.00373      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.24       |
| time/                   |             |
|    fps                  | 541         |
|    iterations           | 82          |
|    time_elapsed         | 38          |
|    total_timesteps      | 20992       |
| train/                  |             |
|    approx_kl            | 0.010123028 |
|    clip_fraction        | 0.144       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.75       |
|    explained_variance   | 0.0785      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0329     |
|    n_updates            | 810         |
|    policy_gradient_loss | -0.01       |
|    std                  | 0.955       |
|    value_loss           | 0.0019      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.24       |
| time/                   |             |
|    fps                  | 540         |
|    iterations           | 83          |
|    time_elapsed         | 39          |
|    total_timesteps      | 21248       |
| train/                  |             |
|    approx_kl            | 0.008451154 |
|    clip_fraction        | 0.131       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.75       |
|    explained_variance   | -0.0912     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.032      |
|    n_updates            | 820         |
|    policy_gradient_loss | -0.0141     |
|    std                  | 0.958       |
|    value_loss           | 0.00124     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.23       |
| time/                   |             |
|    fps                  | 540         |
|    iterations           | 84          |
|    time_elapsed         | 39          |
|    total_timesteps      | 21504       |
| train/                  |             |
|    approx_kl            | 0.008595731 |
|    clip_fraction        | 0.057       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.75       |
|    explained_variance   | 0.173       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0305     |
|    n_updates            | 830         |
|    policy_gradient_loss | -0.0045     |
|    std                  | 0.956       |
|    value_loss           | 0.00113     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.23       |
| time/                   |             |
|    fps                  | 540         |
|    iterations           | 85          |
|    time_elapsed         | 40          |
|    total_timesteps      | 21760       |
| train/                  |             |
|    approx_kl            | 0.009068623 |
|    clip_fraction        | 0.131       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.75       |
|    explained_variance   | 0.0679      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0775     |
|    n_updates            | 840         |
|    policy_gradient_loss | -0.012      |
|    std                  | 0.957       |
|    value_loss           | 0.00163     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.24        |
| time/                   |              |
|    fps                  | 539          |
|    iterations           | 86           |
|    time_elapsed         | 40           |
|    total_timesteps      | 22016        |
| train/                  |              |
|    approx_kl            | 0.0093017565 |
|    clip_fraction        | 0.0887       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.75        |
|    explained_variance   | -0.595       |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0353      |
|    n_updates            | 850          |
|    policy_gradient_loss | -0.00685     |
|    std                  | 0.954        |
|    value_loss           | 0.00113      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.24        |
| time/                   |              |
|    fps                  | 539          |
|    iterations           | 87           |
|    time_elapsed         | 41           |
|    total_timesteps      | 22272        |
| train/                  |              |
|    approx_kl            | 0.0067690522 |
|    clip_fraction        | 0.0414       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.74        |
|    explained_variance   | 0.0924       |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0262      |
|    n_updates            | 860          |
|    policy_gradient_loss | -0.00408     |
|    std                  | 0.957        |
|    value_loss           | 0.000956     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.24        |
| time/                   |              |
|    fps                  | 539          |
|    iterations           | 88           |
|    time_elapsed         | 41           |
|    total_timesteps      | 22528        |
| train/                  |              |
|    approx_kl            | 0.0060532363 |
|    clip_fraction        | 0.0633       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.75        |
|    explained_variance   | 0.0745       |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0285      |
|    n_updates            | 870          |
|    policy_gradient_loss | -0.00406     |
|    std                  | 0.959        |
|    value_loss           | 0.00121      |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 120        |
|    ep_rew_mean          | -1.23      |
| time/                   |            |
|    fps                  | 539        |
|    iterations           | 89         |
|    time_elapsed         | 42         |
|    total_timesteps      | 22784      |
| train/                  |            |
|    approx_kl            | 0.00572579 |
|    clip_fraction        | 0.0738     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.75      |
|    explained_variance   | 0.105      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0505    |
|    n_updates            | 880        |
|    policy_gradient_loss | -0.00804   |
|    std                  | 0.959      |
|    value_loss           | 0.00165    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.22       |
| time/                   |             |
|    fps                  | 539         |
|    iterations           | 90          |
|    time_elapsed         | 42          |
|    total_timesteps      | 23040       |
